actor_id,name,gender,birthday,deathday,movie_ids,age
591199,Harald Madsen,2,1890-11-20,1949-07-13,"{1255680, 423300, 1363719, 740748, 1399311, 866456, 1399322, 1399326, 691757, 1053742, 935602, 202546, 935604, 1303861, 1296054, 1465142, 638398, 279230, 935614, 964036, 1377097, 1472201, 740939, 740948, 1367000, 1377114, 740956, 648286, 740961, 681958, 1209452, 539762, 1424758, 422012}",58
591209,Morten Holst,2,1982-11-02,,"{27520, 416772, 713480, 346763, 1300500, 396697, 103839, 571689, 629419, 488368, 16049, 718135, 25541, 285900, 88273, 425298, 15836, 1053927, 348660}",42
591234,Jan Schmidt,2,1934-01-03,2019-09-27,{39555},85
591240,Dorota Pomykała,1,1956-07-03,,{196603},68
591274,Monika Krzywkowska,1,1973-02-23,,{41530},51
591295,Marcin Dorociński,2,1973-06-22,,"{41530, 425716}",51
591403,Dorota Kamińska,1,1957-06-07,,{196603},67
592040,David Owe,2,1977-12-02,,"{33928, 316762, 16044, 85054}",47
592085,Antonín Hardt,2,1935-08-05,,{650031},89
592125,Ilselil Larsen,1,1934-07-01,,"{445921, 456772, 455017, 358251, 72142, 19634, 218963, 252756, 132726, 228697, 81562, 252796}",90
592132,John Wittig,2,1921-10-27,1987-10-23,"{114696, 368275, 357271, 50584, 1260697, 262812, 33442, 243106, 33445, 286502, 286503, 11174, 81582, 84788, 1451590, 279242, 176595, 262100, 325971, 56668, 99430, 252774, 286438, 362353}",65
592133,Svend Methling,2,1891-10-01,1977-06-04,"{358151, 221207, 50584, 455327, 157856, 308902, 56872, 1446570, 149932, 81582, 57145, 455493, 252743, 187848, 54605, 728528, 709457, 262100, 641629, 54622, 252774, 286439, 46700, 357871}",85
592134,Mette von Kohl,1,1917-06-29,1975-03-24,"{28993, 286439, 749352, 81582, 37551, 24943, 498332, 224510}",57
592139,Betty Helsengreen,1,1914-10-26,1956-12-29,"{221207, 53015, 357293, 358320, 60465, 403507, 81588, 56886, 57145, 150716, 324162, 456775, 324170, 325965, 319194, 252765, 54622, 358244, 297450, 264432, 252786, 357874, 375028, 324214, 606072, 357884}",42
592142,Kirsten Passer,1,1930-03-13,2012-03-22,"{41987, 56851, 46841, 56854, 56859, 124965, 57267, 56885, 81590, 60473, 183994, 19642, 19648, 19649, 19650, 363971, 54596, 54599, 244554, 73168, 41432, 206819, 54628, 52596, 24953, 24954, 24956, 24958}",82
592144,Carl Alstrup,2,1877-04-11,1942-10-02,"{1273348, 941573, 766733, 988174, 631579, 941219, 660648, 1209005, 1389361, 358325, 81592, 237883, 1180738, 238533, 454853, 1210695, 358348, 281935, 1338492, 252114, 252757, 218972, 1273312, 918752, 1209446, 283242, 194027, 238316, 751470, 1465712, 1255667, 1273340}",65
592161,Bodil Steen,1,1923-01-14,1979-01-10,"{41600, 423299, 264458, 95499, 56845, 56851, 73370, 56865, 47266, 56871, 308908, 330038, 81594, 324162, 253508, 244554, 271821, 176593, 73175, 54619, 96860, 262242, 206819, 54628, 187239, 155757, 46841}",55
592171,Beatrice Bonnesen,1,1906-10-21,1979-01-19,"{817288, 423177, 342802, 282006, 207255, 183967, 455967, 183979, 183982, 286395, 81599, 179402, 72145, 218972, 132573, 262242, 1179747, 99430, 356853, 252796}",72
592172,Poul Rohde,2,1899-12-17,1978-03-12,"{641629, 681961, 228494, 358333, 801520, 218960, 801522, 93203, 866453, 56861, 81599}",78
592175,Ulla Lock,1,1934-04-19,2012-09-20,"{85282, 99459, 124965, 286502, 286438, 749352, 1179911, 173834, 358315, 455501, 46255, 1451215, 454834, 50584, 187321, 176606}",78
592186,Katy Valentin,1,1902-03-29,1970-05-30,"{176769, 52496, 193556, 81562, 53022, 166701, 56880, 357302, 638398, 964036, 73162, 854475, 252748, 73165, 325965, 160080, 262104, 362353, 324214}",68
592223,Bent Vejlby,2,1924-03-20,2020-08-31,"{41985, 41986, 46723, 41990, 173834, 52490, 15498, 101773, 21266, 56852, 56856, 33945, 69018, 56859, 73372, 262812, 33442, 73254, 56871, 40361, 37547, 263609, 187846, 41432, 228697, 50781, 176606, 73321, 46699, 46703, 262639, 24943, 701819}",96
618514,Gitte Rugaard,1,1966-05-04,,"{60475, 57262}",58
692664,Claire Davenport,1,1933-04-24,2002-03-04,{206844},68
927700,Waage Sandø,2,1943-05-08,,"{33417, 33424, 21280, 395424, 21284, 160805, 57256, 149930, 374187, 62511, 60469, 487096, 60475, 381630, 199755, 191564, 169038, 367566, 960206, 42613}",81
928902,Svend Asmussen,2,1916-02-28,2017-02-07,"{47266, 324162, 46723, 252777, 264458, 81577, 445934, 1435322, 144030}",100
928903,Ulrik Neumann,2,1918-10-23,1994-06-28,"{324162, 187849, 264458, 1436747, 81577, 252783, 132753, 84022, 1435322, 150716, 1310877, 144030}",75
929097,Katrin Weisser,1,1975-05-03,,"{329714, 1120543}",49
929608,Magnus Samuelsson,2,1969-12-21,,{460585},55
930595,Morten Schaffalitzky,2,1975-04-20,,"{711202, 84131, 15844, 54666, 363248, 987572}",49
931421,André Rieu,2,1949-10-01,,{649767},75
931611,Malin Crépin,1,1978-08-22,,"{721785, 525886}",46
931624,Ninna Cederholm,1,1974-04-13,,"{530833, 85054, 315999}",50
932286,Stina Hedberg,1,1887-08-21,1981-11-20,{368254},94
933020,Kjell Nilsson,2,1949-12-19,,{57262},75
934951,Trini Lund,1,1951-01-23,,{169030},73
934966,Henrik Wiehe,2,1927-02-09,1987-07-01,"{41986, 15498, 98071, 33944, 47266, 73253, 73254, 46255, 358320, 193337, 19650, 73162, 366922, 72142, 728528, 54610, 176595, 252755, 73174, 31704, 176604, 367586, 1178348, 362353, 61297, 256115, 372086}",60
934970,Solveig Sundborg,1,1910-03-14,2002-07-22,"{1179520, 15498, 15499, 33939, 56852, 53029, 12711, 12712, 286506, 12592, 202546, 1178036, 330038, 56889, 367566, 41680, 73174, 50781, 12269, 256115, 22137, 11389}",92
934991,Jan Glæsel,2,1958-08-21,,"{87242, 305658, 70251, 64229}",66
935037,Greta Nissen,1,1906-01-30,1988-05-15,"{1399322, 1399311}",82
935326,Klavdiya Kozlyonkova,1,1926-09-25,2005-08-08,{55148},78
935445,Kirsten Rolffes,1,1928-09-20,2000-04-10,"{1179525, 24454, 405897, 270089, 96148, 48792, 21273, 56857, 21279, 56863, 21282, 286506, 101162, 455339, 56878, 274990, 1281728, 308546, 423107, 60484, 176582, 72519, 41929, 358346, 173644, 1451215, 728528, 331491, 375028, 22137, 368250, 22140, 1450494, 525055}",71
935774,Jytte Abildstrøm,1,1934-03-25,2025-01-02,"{174211, 936580, 116357, 326164, 21275, 33947, 47265, 60065, 47141, 33447, 30256, 84021, 52542, 253507, 54596, 1436227, 706756, 1436234, 271821, 329295, 41432, 54620, 50781, 36700, 85213, 783587, 36323, 206824, 1428972, 455021, 155757, 72430, 61297, 562548}",90
935779,Vera Stricker,1,1935-07-04,1960-09-10,"{363971, 187239, 358251, 151628, 56854, 221214, 33944, 98073, 24284, 94398}",25
935792,Anja Owe,1,1962-08-24,,"{33945, 181586, 523561}",62
935804,Frederik van Pallandt,2,1934-05-04,1994-05-15,"{47267, 56887}",60
935808,Povl Wøldike,2,1899-08-13,1975-07-25,"{356997, 41990, 264464, 33939, 193556, 207255, 98073, 221723, 183971, 47267, 241061, 124965, 47269, 56887, 56888, 57145, 286395, 278076, 19648, 54601, 394827, 151630, 252751, 325968, 72142, 358244, 46699, 357871, 256115, 46841}",75
935813,Erling Schroeder,2,1904-03-01,1989-10-17,"{264457, 423306, 264463, 357012, 866456, 56882, 357302, 279230, 935614, 638398, 358335, 184003, 73155, 160080, 218963, 127071, 252777, 358250, 1178348, 367600, 252786, 256115, 367605}",85
936159,Lena Nilsson,1,1962-01-04,,{149930},62
936415,Kim Kold,2,1965-08-25,,"{15149, 425716, 83284, 378932, 84344, 16639}",59
936475,Sussi La Cour,1,1968-02-07,,{710528},56
936707,Elisabeth Bukkehave,1,1954-09-10,,{12549},70
936768,Eik Koch,2,1914-06-07,1982-10-28,"{73155, 330054, 183975, 332072, 456775, 56874, 100617, 1538957, 1179760, 19639, 1179965}",68
936771,Ellen Winther Lembourn,1,1933-08-11,2011-08-13,"{423107, 47268, 33416, 286506, 1179530, 177101, 56878, 62511, 326164, 60478, 53278}",78
936773,Susanne Jagd,1,1943-09-28,,"{1179520, 18567, 100617, 56857, 56878, 37551, 221487, 56883, 81587, 54596, 326608, 54609, 367586, 262639, 214384, 24943, 357368, 24953, 24954, 24956, 24958}",81
936774,Edward Fleming,2,1924-07-24,1992-06-12,"{11392, 46722, 15498, 357271, 221594, 33445, 12711, 12712, 56878, 12592, 15537, 330038, 1179844, 12231, 49099, 330074, 176606, 1179753, 367594, 46714, 11389}",67
936775,Osvald Helmuth,2,1894-07-14,1966-03-18,"{174593, 95492, 173853, 124965, 241061, 682920, 629036, 84022, 57911, 54594, 155718, 76235, 709457, 176595, 455895, 319194, 252765, 1273184, 238443, 252783, 326389, 179454}",71
936776,Berthe Qvistgaard,1,1910-08-11,1999-10-23,"{423299, 95492, 746757, 269192, 423306, 374157, 357015, 21273, 56861, 262816, 341537, 36132, 455082, 358315, 308908, 56884, 187329, 54594, 252740, 33348, 54600, 153672, 179402, 279242, 73164, 220237, 1451215, 151634, 148208, 262640, 252791, 259193, 368250, 358268, 132734}",89
936779,Richard Christensen,2,1887-04-01,1944-09-18,"{356997, 95500, 193556, 1210530, 786477, 546990, 166701, 56884, 358325, 54594, 187849, 629072, 292179, 455256, 641631, 149983, 455017, 625387, 188913}",57
936783,Peter Nielsen,2,1876-12-02,1949-09-26,"{423300, 1208955, 749194, 627340, 644624, 478353, 52496, 193556, 683798, 644630, 1073052, 646045, 539177, 786475, 56880, 1303860, 73271, 286395, 778043, 344383, 54594, 454853, 73165, 73166, 149983, 641632, 641634, 664292, 629224, 252783, 751472, 849008, 801522, 367600, 128372, 238454, 128374, 179835}",72
936785,Ellen Jansø,1,1906-07-02,1981-12-30,"{218016, 222913, 54594, 218019, 264457, 73162, 188913, 606072, 357882, 253852, 221181}",75
936786,Ellen Margrethe Stein,1,1893-10-08,1979-03-29,"{41985, 342794, 264460, 56846, 132753, 221207, 81562, 56861, 218016, 56872, 358312, 183979, 149932, 56884, 357302, 183994, 54594, 253507, 358340, 54596, 73162, 358347, 728528, 364497, 366800, 218963, 218972, 252765, 176606, 99430, 358250, 155757, 264432, 188913, 357874, 324214, 46841, 46714, 1450494, 357887}",85
936789,Julie Wieth,1,1960-11-13,,"{395424, 709472, 414051, 452, 54596, 33417, 19177, 24620, 379342, 454064, 123825, 710612, 15957, 218943, 895735, 22137, 22140, 160415}",64
936792,Ingrid Langballe,1,1900-01-30,1975-03-21,"{76321, 99458, 54596, 41989, 18567, 155757, 24954, 96860}",75
936793,Anne Grete Hilding,1,1924-02-21,2007-01-27,"{1179747, 358340, 54596, 358151, 1179911, 357884, 362350, 357871, 221998, 1179760, 331614, 197270, 24956, 358172, 1435196}",82
936802,William Bewer,2,1867-01-16,1965-06-04,"{624011, 747406, 326164, 56855, 238743, 262816, 756900, 1446564, 56880, 56884, 84022, 691768, 179402, 366922, 54605, 252114, 215126, 218971, 641631, 358244, 254951, 801522, 132726, 422012}",98
937041,Helena Christensen,1,1968-12-25,,"{416361, 48746}",56
937065,Jonas Hoff Oftebro,2,1996-05-07,,{329714},28
937651,Julie Kolbech,1,1991-10-22,,{15776},33
938253,Jørgen Reenberg,2,1927-11-08,2023-11-09,"{1034885, 254735, 132753, 423186, 98073, 262812, 1291804, 161827, 47269, 357293, 60465, 19634, 1179833, 57145, 455493, 54600, 168777, 324170, 358346, 100570, 357346, 331491, 167916}",96
938265,Ole Neumann,2,1947-10-16,,"{19648, 19649, 19650, 54599, 54601, 73321, 19634, 60467, 73172, 60468, 19639, 19642, 19645}",77
938308,Niels Hausgaard,2,1944-08-31,,"{627937, 786626, 210819, 1190211, 1192034, 1192037, 663685, 1341413, 663694, 1289586, 901234, 1098804, 1289559, 221210, 1190204, 1289565}",80
938432,JR Reed,2,1967-12-13,,{310602},57
938722,Ole Fick,2,1948-01-01,,"{21280, 367689, 46314, 1514732, 173644, 51214, 16049, 84978, 199957}",76
938726,Morten Gundel,2,1984-03-29,,"{10180, 367590, 90758, 199755, 62510, 62511, 374683}",40
938727,Stephania Potalivo,1,1986-09-26,,"{84131, 708195, 206405, 90758, 201447, 409063, 206409, 416361, 1030214, 471724, 622124, 826989, 1125607, 521136, 714705, 962737, 206421, 603094}",38
940958,Alberto Estrella,2,1962-09-23,,{365700},62
955272,María Rojo,1,1943-08-15,,{365700},81
957114,Suzanne Bjerrehuus,1,1948-02-22,,"{1437291, 46859, 147190}",76
963540,Louise Frevert,1,1953-05-31,,"{24934, 138099, 24454}",71
975645,Mogens Wieth,2,1919-09-16,1962-09-10,"{41985, 179464, 423177, 423306, 151562, 423206, 455082, 183979, 149932, 358325, 57145, 286395, 456772, 379340, 176595, 262104, 286439, 357874, 358268, 849279}",42
983929,Laure Calamy,1,1975-03-22,,{580055},49
985222,Lone Gersel,1,1943-04-16,,"{33442, 11389}",81
985253,Stanley Van Beers,2,1911-05-04,1961-05-25,{114696},50
985309,Faith Thrue,1,1945-01-27,,"{24953, 24954, 24958}",79
987400,Anna Milewska,1,1931-02-21,,{196603},93
992126,Leon Seidel,2,1996-11-22,,{335578},28
995536,Joe Tödtling,2,1979-10-20,,{86985},45
996562,Tomáš Racek,2,1974-02-12,,{490402},50
996689,Heihachirō Ōkawa,2,1905-09-09,1971-05-27,{258769},65
996696,Jacob Wilson,2,1979-09-27,,"{152136, 295968, 70211, 375412}",45
997650,Alexander Öhrstrand,2,1978-09-22,,"{274826, 16037}",46
999630,Niels Nørløv Hansen,2,1973-02-28,,{16010},51
1001124,Sanne Graulund,1,1965-05-29,,{718267},59
1001466,Lene Poulsen,1,1958-07-13,,"{991266, 1451590, 54666, 15959, 335576, 357884}",66
1004633,Laure Paillette,1,1896-10-05,1968-03-14,{56882},71
1004720,Georgina Castro,1,1981-02-04,,{79835},43
1007545,Isabel de Castro,1,1931-08-01,2005-11-23,{185131},74
1009300,Ivan Bekjarev,2,1946-04-06,2020-11-16,{120125},74
1010811,Lillian Tillegreen,1,1925-12-24,2002-01-10,"{452, 71844, 197958, 286438, 368198, 100570, 203979, 1178348, 100558, 326608, 331614, 368250, 21273, 199934, 53276, 56862}",76
1010903,Emil Johnsen,2,1978-05-26,,{964318},46
1011088,Julie Carlsen,1,1968-04-20,,"{254497, 518245, 16038, 177865, 705739, 1206860, 285900, 446029, 910446, 709744, 189395, 15828, 1019835, 446877}",56
1011094,Pelle Koppel,2,1968-03-23,,"{532354, 52547, 40003, 348677, 62510, 1273809, 221594, 206846}",56
1013048,Theo Barklem-Biggs,2,1990-03-21,,{458300},34
1013156,Mikkel Boe Følsgaard,2,1984-05-01,,"{333446, 571687, 1113448, 448172, 353614, 1178064, 88273, 705747, 348660, 848181, 196024, 335578, 433082, 458300, 702557}",40
1014913,Pino Ammendola,0,1951-12-02,,{859585},73
1016025,Peter Eggers,2,1980-01-14,,"{957176, 639514}",44
1017401,Sigrid Neiiendam,1,1868-06-01,1955-01-25,"{455082, 218956, 41391, 709457, 374171}",86
1017478,Halvard Hoff,2,1884-04-10,1925-11-01,"{35075, 149983}",41
1017482,Viggo Wiehe,2,1874-12-23,1956-11-30,"{157856, 646048, 778043, 35075, 456775, 1178537, 166701, 151630, 188913, 238738, 233139, 202546, 56884, 682203, 748029, 279230}",81
1017484,Hugo Bruun,2,1888-04-30,1962-04-04,"{863424, 35075, 756906, 891630, 252783, 367600, 683794, 801522, 238454, 238555}",73
1017488,Carlo Wieth,2,1885-12-11,1943-06-30,"{304001, 35075, 1255697, 664339, 374171, 1053729, 238889, 238128, 358325, 1389753, 358333, 1296061, 218956, 238673, 252757, 1042007, 629208, 304858, 1224411, 418270, 367591, 455017, 298604, 1389809, 1389810, 1210226, 283512, 1208955, 368254}",57
1017712,George Schnéevoigt,2,1893-12-23,1961-02-06,{238264},67
1017884,Thorkild Roose,2,1874-10-09,1961-06-06,"{623928, 183975, 1279052, 238316, 41391, 283512, 623932, 1210680, 650394, 1338523, 358268, 455327}",86
1018020,Hans Kristensen,2,1941-09-25,,"{1178273, 107301, 280014}",83
1018021,Mette Lisby,1,1968-05-04,,"{329808, 62510, 241790, 206846}",56
1018024,Sanne Grangaard,1,1961-07-28,,"{274990, 76317, 62510, 206846}",63
1018051,Birgitte Stærmose,1,1963-10-18,,{1082462},61
1020019,Rikke De Fine Licht,1,1973-04-22,,{710637},51
1021399,Elsebeth Reingaard,1,1947-09-16,2004-05-23,"{53019, 1436324, 414988, 379343}",56
1022633,Jarl Kulle,2,1927-02-27,1997-10-03,"{11832, 46841, 57071}",70
1024853,Bo Løvetand,2,1953-11-17,,"{41680, 38586, 33348}",71
1024856,Ole Meyer,2,1959-05-15,2018-08-30,"{365632, 123968, 21282, 39555, 33348, 204073, 46859, 155760, 33425, 263540, 57909, 420405, 221210, 358172}",59
1024871,Palle Kjærulff-Schmidt,2,1931-07-07,2018-03-14,"{456631, 12231}",86
1024877,Kasper Winding,2,1956-06-21,,"{394225, 138099, 1428972}",68
1024951,Frederik Meldal Nørgaard,2,1976-02-04,,"{393378, 118946, 197955, 44580, 316773, 350066, 416370, 552211, 657851, 48790, 970935, 1178363, 103839}",48
1025530,Lars Kjeldgård,2,1956-09-06,2010-06-03,{18908},53
1025532,Kåre Bjerkø,2,1965-11-12,,{16012},59
1025543,Micky Skeel Hansen,2,1988-12-23,,"{118946, 16034, 126250, 15819, 710636, 15929, 15839}",36
1025544,Nastja Arcel,1,1963-10-03,,"{707753, 359821, 372462, 15961, 48761, 1178066, 84410, 48725, 61624, 15929, 479226, 1355578, 647165, 15839}",61
1025545,Benjamin Boe Rasmussen,2,1966-09-30,,"{335585, 118946, 56036, 42757, 15839, 270668, 278768, 123825, 14897, 8883, 20018, 414993, 15830, 485688, 639514, 16059, 199934, 155743}",58
1025546,Lars Lunøe,2,1936-04-19,2023-10-09,"{46721, 46722, 161925, 198672, 33937, 96148, 308889, 121500, 737564, 56862, 56863, 21280, 47270, 57256, 62510, 1179714, 52547, 1179844, 15952, 100573, 15839, 155762, 42613, 22137, 286459, 22140}",87
1025573,Kirsten Bundgaard,1,1925-01-27,1975-02-09,{1436809},50
1025577,Inge Aasted,1,1918-08-24,1981-11-02,{100744},63
1025578,Jakob Nielsen,2,1900-06-08,1979-04-04,"{42757, 358151, 100744, 269192, 151562, 114696, 264464, 1434774, 33442, 183971, 160420, 308902, 183975, 149932, 221998, 84788, 56885, 84021, 193337, 81594, 278076, 1435201, 152387, 54601, 73162, 358345, 218956, 455501, 177101, 252114, 325971, 262100, 326102, 682203, 1425636, 286439, 454762, 357871, 362353, 252788, 375028, 132726}",78
1026019,Casper Crump,2,1977-07-11,,"{168386, 249699, 34061, 622129, 141011, 934039, 427071}",47
1026079,Elith Nulle Nykjær,2,1937-02-08,,"{33443, 936580, 33411, 41454, 459567, 454834, 51923, 67762, 327474, 16059}",87
1026344,Johan Jacobsen,2,1912-03-14,1972-07-07,"{1441216, 849121, 1435201, 56872, 149932, 357012, 454325}",60
1026345,Annelise Hovmand,1,1924-09-17,2016-12-28,"{1441216, 394225}",92
1026346,Jens Østerholm,2,1928-04-25,2006-11-13,"{41985, 41986, 358177, 366922, 455485, 49710, 379343, 61297, 279218, 326164, 1178072, 269053}",78
1026353,Nijas Ørnbak-Fjeldmose,2,1983-08-15,,"{76323, 39118}",41
1026355,Nikolaj Peyk,2,1966-07-22,,{56311},58
1027700,Charlotte Munksgaard,1,1958-07-14,,"{221476, 716297, 368298, 21289, 56314, 458300, 199934}",66
1027816,Carla Mickelborg,1,1988-11-02,,"{38851, 19812, 87013, 53904, 141008, 20018, 705845, 480536}",36
1030318,Jan Lysdahl,2,1961-07-21,,{185061},63
1030328,Anne Marie Helger,1,1946-02-12,,"{119055, 434322, 565394, 639514, 374683, 490406, 57262, 43953, 454834, 16049, 159286, 300220, 85054, 33348, 153672, 220237, 176600, 100573, 65007, 326388, 957176, 460281, 368250}",78
1030330,Søren Christensen,2,1961-04-03,,"{15776, 76457, 149930, 51214, 498162, 420405}",63
1030331,Eddie Skoller,2,1944-06-04,2023-08-27,"{138099, 102219, 1465926, 532435}",79
1030332,Jørgen Olsen,2,1950-03-15,,{102219},74
1030334,Søren Steen,2,1942-08-22,,"{33416, 1424530, 455445, 56863, 73253, 47141, 12712, 16043, 84652, 15537, 323381, 28985, 176582, 102219, 1179725, 326608, 330074, 24953, 161517, 310130, 147190, 22137, 11391}",82
1030335,Simon Rosenbaum,2,1926-03-17,2015-07-19,"{160805, 102219, 455501, 46714, 286459}",89
1032118,Finn Nørbygaard,2,1953-03-08,,"{176864, 220641, 17958, 148231, 328200, 53276, 148206, 21973, 1391030, 53278, 55577, 102876, 148220, 16030}",71
1032120,Gerard Carey Bidstrup,2,1968-10-02,,"{15842, 20389, 1534857, 487096, 366895, 580405, 406808, 13626, 102876, 21279}",56
1032396,Jens Andersen,2,1971-03-28,,"{77568, 490402, 716291, 160805, 54666, 20458, 495148, 296944, 941681, 327474, 425716, 705046, 718135, 132313, 16639}",53
1032397,Jacob Ottensten,2,1998-08-12,,"{139682, 545188, 704485, 416965, 343878, 449576, 904686, 16015, 580175, 160820, 456055, 16639}",26
1032398,Fanny Leander Bornedal,1,2000-07-24,,"{741099, 650031, 14898, 1339637, 489146, 1029880, 479226, 381630, 16639}",24
1033064,Francesc Garrido,2,1969-09-07,,{527745},55
1034327,Dario Campeotto,2,1939-02-01,2023-04-01,"{541634, 24934, 262247, 57195, 151628, 592397, 56851, 232564, 54619, 85213}",84
1034328,Kaya Brüel,1,1972-08-30,,"{1224576, 18565, 1118219, 21275, 77596, 702374, 16040, 16049, 45362, 15929, 300220, 1460164, 39117, 703822, 13527, 132313, 36323, 46314, 65007, 201207, 142332}",52
1034329,Lone Kellerman,1,1943-03-20,2005-04-30,"{378022, 1178286, 15537, 33298, 297459, 60471, 221210, 85213, 21279}",62
1034331,Sissel Kyrkjebø,1,1969-06-24,,{85213},55
1034336,Amalie Ihle Alstrup,1,1980-06-14,,"{306340, 127846, 33417, 16009, 29097, 159286, 38586}",44
1034338,Ina-Miriam Rosenbaum,1,1959-06-11,,"{515653, 29097, 1290697, 448172, 34061, 759056, 394834, 611188, 368310, 710969, 645021}",65
1034508,Ole Dupont,2,1948-06-17,,"{11392, 255746, 335490, 33414, 22137, 525055, 133783, 358172, 704926, 103839, 395424, 173603, 71844, 12712, 754984, 471724, 12592, 15537, 123825, 327474, 308409, 168386, 252740, 1179844, 310602, 456268, 177101, 705740, 15823, 141011, 335576, 331614, 127846, 356326, 73448, 103663, 254200, 259193, 368250, 22140, 11391}",76
1034685,Cosmina Stratan,1,1984-10-20,,{381767},40
1034715,Hanne Willumsen,1,1939-12-05,,"{742728, 103754, 766995}",85
1035890,Eric Malmberg,2,1888-02-08,1951-04-06,{681958},63
1036401,Klaus Tange,2,1962-07-07,,"{88273, 8883, 450429}",62
1037348,Louis Hofmann,2,1997-06-03,,{335578},27
1038466,Christina Ibsen Meyer,1,1966-08-10,,"{21281, 19813, 39118, 713775, 212243, 663870}",58
1038577,Lill Lindfors,1,1940-05-12,,{185061},84
1039138,Jesper 'Jokeren' Dahl,2,1973-06-13,,"{15928, 80361}",51
1039140,Christian Mosbæk,2,1957-09-01,,"{458787, 15845, 33415, 19177, 726187, 1424530, 58483, 141011, 889749, 15928, 316444}",67
1039954,Rudi Hansen,1,1943-10-27,,"{19648, 19649, 19650, 54599, 54601, 19634, 19639, 19642, 19645}",81
1040932,Ella La Cour,1,1854-01-31,1935-06-29,"{1177347, 786475, 988174, 747406, 641631, 628687, 1273362, 922131, 233011, 233139, 283512, 194011, 623928, 1224415, 625338, 1243547, 1020415}",81
1041210,Anthony Straeger,2,1959-06-11,,"{335578, 353614}",65
1041545,Bjarne Henning-Jensen,2,1908-10-06,1995-02-21,"{1545380, 681961, 46859, 367606, 81592, 374171}",86
1041547,Lykke Nielsen,1,1946-06-22,2006-08-29,"{46722, 456325, 187846, 286503, 379368, 1437291, 394827, 357323, 100558, 57267, 356853, 54620}",60
1042841,Björn Gustafsson,2,1986-02-19,,"{48748, 710207}",38
1042844,Elmira Arikan,1,1984-07-30,,{476243},40
1043651,Andreas Lyon,2,1971-05-11,,{700037},53
1045277,Louise Fribo,1,1970-07-03,,"{12609, 52547, 367590, 33298, 22137, 22140}",54
1045279,Mona Mårtenson,1,1902-05-05,1956-07-08,{935614},54
1045280,Lene Vasegaard,1,1940-02-09,,"{460281, 102544, 1179920, 1440146, 76317, 776876, 57906, 324163, 52547, 176582, 1178058, 379342, 325967, 326608, 169038, 367566, 176600, 100573, 176606, 297453, 262639, 326388, 22137}",84
1045281,Birgit Conradi,1,1939-05-20,,"{52547, 452, 252740, 176606, 1838, 535253, 251707, 56862, 199743}",85
1045282,Margrethe Koytu,1,1946-06-28,,"{33415, 1178250, 53904, 76314, 21282, 23588, 60478, 324163, 52547, 197958, 442438, 15819, 173644, 367590, 155755, 55148, 155762, 377715, 263540, 741106, 717949, 223743}",78
1045284,Astrid Henning-Jensen,1,1914-12-10,2002-01-05,"{365700, 9063, 568648, 72018, 138099}",87
1045288,Helle Ryslinge,1,1944-01-10,,"{532354, 1089054, 21279, 56863, 57262, 43953, 327474, 60471, 123968, 197958, 568648, 456268, 220237, 39117, 367566, 21973, 455271, 46314, 326388, 308725, 460281}",80
1045290,Kjeld Løfting,2,1950-09-21,2006-11-05,"{168772, 389407, 161517, 57262, 21279, 710615, 160415}",56
1045291,Thomas Hedemann,2,1964-04-12,,"{199755, 51923, 57262}",60
1045294,Hans Kragh-Jacobsen,2,1945-06-21,,"{455271, 220234, 1437291, 203979, 326388, 259193, 21279}",79
1045301,Inge Sofie Skovbo,1,1953-03-04,,"{232201, 54666, 16012, 650031, 62511, 23289, 76317}",71
1045302,Ulla Henningsen,1,1951-03-07,,"{128900, 423305, 1178250, 455445, 704535, 76317, 1179550, 160415, 388008, 581931, 365632, 847051, 191564, 39117, 836561, 176596, 573657, 315999, 35297, 15844, 716521, 155755}",73
1045303,Pernille Hansen,1,1959-03-27,,"{303620, 160805, 795367, 423305, 43953, 76317}",65
1045321,Sonja Wigert,1,1913-11-11,1980-04-12,"{183971, 749188, 151628}",66
1047649,Ed Skrein,2,1983-03-29,,{348677},41
1047987,Jane Thomsen,1,1939-04-15,,"{161925, 18567, 73321, 60467, 60468, 46714, 701819, 1310877}",85
1047988,Tage Axelson,2,1933-12-29,,"{33420, 33422, 1179568, 15537, 57267, 60468, 53019}",91
1047989,Ole Søgaard,2,1936-10-05,2002-12-15,"{73321, 194986, 60468, 161517}",66
1047990,Henning Karmark,2,1907-12-17,1989-01-11,{606072},81
1048131,Peter Marcell,2,1932-02-23,1996-01-27,"{73372, 1451590, 73321, 252490, 357035, 54605, 6001, 326387, 1143315, 308533, 60476}",63
1052237,Mika Seidel,2,2002-11-01,,{793983},22
1054388,Søren Spanning,2,1951-05-30,2020-02-12,"{221186, 33414, 33416, 1291804, 173603, 71844, 71845, 20389, 112293, 707625, 120125, 324163, 11717, 177101, 88273, 25173, 711005, 977502, 20458, 155755, 377715, 350069}",68
1054389,Bebiane Ivalo Kreutzmann,1,1998-04-06,,"{490402, 223266, 112293, 519464, 244557, 416370, 396340, 196024, 708728}",26
1054816,Robert Graf,2,1923-11-18,1966-02-04,{314308},42
1059187,Henrik Bentzon,2,1895-05-05,1971-09-28,"{262816, 187329, 114692, 252490, 114701, 188913, 1178129, 357015}",76
1059290,Gull-Maj Norin,1,1913-04-20,1997-11-27,"{253509, 179464, 95500, 114701, 546990, 281838, 379340, 252791, 358333, 358259, 324214, 73271, 183997, 183967}",84
