actor_id,movie_ids,adult,also_known_as,biography,birthday,deathday,gender,homepage,imdb_id,known_for_department,name,place_of_birth,popularity,profile_path
1435840,{12712},False,[],,1948-04-16,1991-06-23,2,,nm0200652,Acting,Flemming Danty,"Frederiksberg, Danmark",0.0143,/p5o2MNcuByY7TpZBmmchuTWp1F8.jpg
1435841,"{221210, 15539, 358172}",False,[],,,,0,,nm0038148,Acting,Finn Arvé,,0.0071,/5LKOAbJkhhBJyNpnGdYi2MfpwjU.jpg
1435842,"{15539, 358172}",False,[],,1921-01-30,2003-08-18,2,,nm0127250,Acting,Henry Büchmann, Denmark,1.1475,/nSNdUxc9gul9HAZWutfAe730VDn.jpg
1435844,{15537},False,[],,1933-10-10,,1,,nm0225796,Acting,Arlette Didier,"Paris, France",0.079,/oHpd8BfG5WiC6fDx27MlYd2wxrJ.jpg
1435845,{15537},False,[],,,,0,,nm0041763,Acting,Charlotte Auffrey,,0.0143,
1435846,{15537},False,[],,,,0,,nm0894537,Acting,Albert Verner,,0.0,
1435847,{12549},False,[],,1960-05-25,,1,,nm0721541,Acting,Gunvor Reynberg,"København, Danmark",0.0286,/1KY0AaktcewZbWtuCtPNB0NxKN5.jpg
1435848,"{12549, 523561, 57262, 639514, 479226}",False,[],,1960-01-24,,2,,nm0630957,Acting,Per Tofte Nielsen,"København, Danmark",0.0621,/A1AV45RpfILkXv2NEBABY5uOD1L.jpg
1435849,{12549},False,[],,,,0,,nm0248090,Acting,Frank Eberlein,,0.0143,
1435890,{160080},False,[],,,,0,,,Acting,Inge Hviid Møller,,0.0,/4miLSIlFgzEg7mrfXxniFSVX8iS.jpg
1435891,{325971},False,['Annelise Brynneé Demuth'],,1931-07-03,1991-09-27,1,,nm0218824,Acting,Annelise Demuth,"København, Danmark",0.0071,
1435892,{325971},False,[],,,,2,,nm0323362,Production,Michael Glynn,,0.0143,
1435972,"{221182, 445934}",False,[],,,,0,,nm0466727,Acting,Birthe Korsø,,0.0143,
1435973,"{173853, 221182, 73271}",False,[],,,,0,,nm0347697,Acting,Poul Guldager,,0.0071,
1435974,"{218971, 264461, 221182}",False,[],,,,0,,nm0627020,Acting,Astrid Neumann,,0.0256,
1435975,"{218961, 221182}",False,[],,,,0,,,Acting,Anita Pontoppidan,,0.0,
1435976,{221181},False,[],,,,0,,nm4087930,Acting,Ramon Nassar,,0.0071,
1435977,{221181},False,[],,,,0,,nm4087661,Acting,Paolo Piccianini,,0.0071,
1435978,{221181},False,[],,,,0,,nm4087632,Acting,Aba Mowitz,,0.0071,
1435979,{221181},False,[],,,,0,,nm4087706,Acting,Debora Kay,,0.0071,
1435987,"{571683, 11174, 580175}",False,[],,,,0,,nm0433736,Acting,Morten Jørgensen,,0.0143,
1435988,"{11174, 16039}",False,[],,1922-02-06,1993-09-18,2,,nm0295742,Acting,Erik Frisberg,,0.0071,
1435989,"{197270, 11174}",False,[],,,,0,,,Acting,Wilhelm Weber,,0.0,
1435990,{11174},False,[],,1949-06-22,2011-10-19,2,,nm0221813,Acting,Mogens Dester,,0.0168,
1435991,{11174},False,[],,,,0,,nm0461864,Acting,Finn Knygberg,,0.0,
1435992,{11174},False,[],,,,0,,nm0392286,Acting,Merete Holst Hansen,,0.0143,
1435993,"{197270, 11174}",False,[],,,,0,,nm0830708,Acting,Tine Stochholm,,0.0,
1435994,{11174},False,[],,,,0,,nm0296307,Acting,Inge Marie From,,0.0,
1435995,{11174},False,[],,,,0,,nm0841040,Acting,Lone Svendsen,,0.0,
1435996,{11174},False,[],,,,0,,nm0421345,Acting,Birte Jensen,,0.0071,
1435998,{11174},False,[],,,,0,,nm0290414,Acting,Henning Franck Hansen,,0.0,
1435999,{11174},False,[],,,,0,,nm0373800,Acting,Espen Hegnet Knudsen,,0.0071,
1436000,{11174},False,[],,,,0,,nm0630231,Acting,Jeppe Nicolaisen,,0.0071,
1436001,{11174},False,[],,,,0,,nm0344482,Acting,Oliver Grumme,,0.0071,
1436002,{11174},False,[],,,,0,,nm0377578,Acting,Benjamin Holck Henriksen,,0.0,
1436003,{11174},False,[],,,,0,,nm0374162,Acting,David Heilmann,,0.0214,
1436004,"{39117, 11174}",False,[],,,,0,,,Acting,Thomas Bryde Hansen,,0.0214,
1436005,{11174},False,[],,,,0,,nm0085056,Acting,Karen Bjørkøe,,0.0,
1436006,{11174},False,[],,,,0,,nm0529305,Acting,Sascha Lystrup Andersen,,0.0,
1436007,{11174},False,[],,,,0,,nm0352392,Acting,Rikke Hacke,,0.0,
1436008,{11174},False,[],,,,0,,nm0630830,Acting,Henriette Nielsen,,0.0,
1436009,{11174},False,[],,,,0,,nm0634505,Acting,Henriette Nolsøe,,0.0071,
1436010,{11174},False,[],,,,0,,nm0392565,Acting,Ingeborg Holten,,0.0071,
1436011,{11174},False,[],,,,0,,nm0740469,Acting,Daniel Roosen,,0.0071,
1436012,"{207760, 329892, 16059, 121500}",False,[],,1954-07-11,,1,,nm0716871,Acting,Pauline Rehné,"København, Danmark",0.0071,/e1fP2KzvUAortM7W4rzbwQvtp31.jpg
1436013,"{1179520, 140197, 414406, 1435688, 207760, 176600, 259193, 221210}",False,[],,,,0,,nm0804795,Acting,Arne Skovhus,,0.0486,
1436014,{207760},False,[],,,,0,,nm0860922,Acting,Lis Stanley Thomsen,,0.0071,
1436030,{56862},False,[],,,,0,,nm0807803,Acting,Dale Smith,,0.0071,
1436031,"{21284, 16037, 56862}",False,[],,1951-04-14,,2,,nm0655977,Acting,Guido Paevatalu,,0.0071,
1436034,"{40003, 56862}",False,[],,,,0,,nm0012030,Acting,Raymond Adjavon,,0.0,
1436035,"{149930, 710615, 43032, 56862, 103839}",False,[],,1937-10-03,2023-11-22,2,,nm0872128,Acting,Ebbe Trenskow,"Viskinge, Danmark",0.0451,/vEoSvcTypODz13DI3EjD5TdgPRd.jpg
1436036,{56862},False,[],,,,0,,nm0232854,Acting,Edwin Donoghue,,0.0,
1436037,"{394225, 72146, 1490443, 455485}",False,[],,1945-02-17,,1,,nm0681171,Acting,Ulla Pia,"Copenhagen, Denmark",0.0256,/6soIPd03aXW7Nqv91XypNwqkZiE.jpg
1436039,{72146},False,[],,,,0,,nm0601365,Acting,Jimmie Moore,,0.0495,
1436040,"{72146, 456447}",False,[],,1944-09-18,2010-04-08,1,,nm0512558,Acting,Inger Lindvad,,0.0362,
1436041,"{72146, 56852}",False,[],,,,0,,,Acting,Nils-Erik Schovgaard,,0.0286,
1436049,{56863},False,[],,1951-05-06,,2,,nm0833315,Acting,Klaus Strand-Holm,,0.0357,/zK6DhEiyPHsiRiDkZSe3GNUEPNW.jpg
1436050,"{56864, 53019, 50781}",False,[],,,,0,,,Acting,Cleo,,0.0,
1436098,"{562546, 329219, 724614}",False,[],,,,0,,,Acting,Lene Storgaard,,0.0071,
1436099,{329219},False,[],,,,0,,,Acting,John Grandhøj,,0.0071,
1436100,{329219},False,[],,,,0,,,Acting,Mattias Pinna,,0.0143,
1436102,"{329219, 710990}",False,[],,,,0,,,Acting,Merita Jashari,,0.0261,
1436103,{329219},False,[],,,,0,,,Acting,Bozena Partika,,0.0071,
1436104,{329219},False,[],,,,0,,,Acting,Hyacint,,0.0214,
1436137,{46841},False,[],,,,0,,nm0312439,Acting,Herman Gellin,,0.0168,
1436138,{46841},False,[],,,,0,,nm0385027,Acting,Finn Hillingsøe,,0.0,
1436142,"{1179545, 1179747, 33940}",False,[],,,,0,,nm0936031,Acting,Bjarne Winther,,0.0,
1436159,{60473},False,[],,,,0,,,Acting,Christian Thodberg,,0.0,
1436160,{60473},False,[],,,,0,,,Acting,Anders Thodberg,,0.0,
1436169,{324198},False,[],,,,0,,nm0618014,Acting,Ibi Trier Mørch,,0.0071,
1436170,{324198},False,[],,,,0,,nm0630803,Acting,Frede Nielsen,,0.0,
1436172,{324198},False,[],,,,0,,nm0336373,Acting,Leif Gravesen,,0.0,
1436173,{224510},False,[],,,,0,,nm0831667,Acting,Bent Stoltzer,,0.0071,
1436176,{72519},False,[],,,,0,,nm0686833,Acting,Niels Platou,,0.0071,
1436177,{72519},False,[],,,,0,,nm0488802,Acting,Justus Larsen,,0.0,
1436178,{72519},False,[],,,,0,,nm0717821,Acting,Dorthe Reimer,,0.0071,
1436179,{72519},False,[],,,,0,,nm0488790,Acting,Johanne Larsen,,0.0,
1436180,{72519},False,[],,,,0,,nm0803384,Acting,Edward Sivertsen,,0.0,
1436423,{21266},False,[],,,,0,,nm0822035,Acting,Martin Stander,,0.0071,
1436424,{21266},False,[],,,,0,,,Acting,Hardy Jensen,,0.0143,
1436425,"{1434768, 21266, 1512797, 1451365}",False,[],,,,0,,nm0865783,Acting,Claus Toksvig,,0.0526,
1436432,{56869},False,[],,,,0,,,Acting,Birthe Lundsgaard,,0.0,
1436456,"{332072, 375028, 47269, 358320}",False,[],,,,0,,nm0119165,Acting,Sven Buemann,,0.0168,
1436464,{33442},False,[],,,,0,,nm0676849,Acting,Jens Petersen,,0.0,
1436465,{33442},False,[],,,,0,,nm0026117,Acting,Connie Andersen,,0.0,
1436466,{33442},False,[],,,,0,,nm0048114,Acting,Ulla Bak,,0.0,
1436467,{33442},False,[],,,,0,,nm0882141,Acting,Trine Ursin,,0.0,
1436468,{33442},False,[],,,,0,,nm0720472,Acting,Käthe Restrup,,0.0,
1436469,{33442},False,[],,,,0,,nm0433698,Acting,Bonnie Jørgensen,,0.0,
1436470,{33442},False,[],,,,0,,nm0083600,Acting,Pia Birkholm,,0.0,
1436471,{33442},False,[],,,,0,,nm0245994,Acting,Ruth Dyrmose,,0.0,
1436472,{33442},False,[],,,,0,,nm0050715,Acting,Annemarie Balle,,0.0,
1436473,{33442},False,[],,,,0,,,Acting,Helle Vibeke Bonnevie,,0.0,
1436598,{33445},False,[],,,,0,,nm0824416,Acting,Frankie Steele,,0.0071,
1436600,{33445},False,[],,,,0,,nm0213702,Acting,Philippe Decaux,,0.0071,
1436602,{33445},False,[],,,,0,,nm0511790,Acting,Oluf Lindfors,,0.0071,
1436609,{264461},False,[],,1886-12-18,1971-10-20,1,,nm0036171,Acting,Agnete Arne-Jensen,København,0.0,/fxMvYS1pwPJNoPKOIY2lYPvM1EV.jpg
1436611,{264461},False,[],,,,0,,nm0944283,Acting,Else Würtz,,0.0143,
1436618,"{56872, 455493}",False,[],,,,0,,nm0095995,Acting,Kirsten Borch,,0.0071,
1436661,{547066},False,"['Monika Kvasnickova', 'Monika Foris Kvasnicková', 'Monika Foris Kvasničková', 'Monica Foris', 'Monica Foris Kvasničková', 'Monica Foris Kvasnickova', 'Monika Foris']",,1969-12-10,,1,,nm1001248,Acting,Monika Kvasničková,"Prague, Czechoslovakia [now Czech Republic]",0.1861,/gkVeU2hjOVCJyogdoud37pQZM3k.jpg
1436745,{33945},False,[],,,,0,,nm0576624,Acting,Mei-Mei,,0.0071,
1436747,{33948},False,[],,1940-01-24,,2,,nm1191282,Acting,Bjørn Tidmand,"København, Danmark",0.05,/3jjSLIKRhyLdUVoJet0wBl3YyFa.jpg
1436751,{94398},False,[],,,,0,,nm0475965,Acting,Lisbet Kurt,,0.0261,
1436752,"{1490443, 94398}",False,['Dorthe'],,1947-07-17,,1,,nm1189936,Acting,Dorthe Kollo,"Frederiksberg, Danmark",0.0362,/cwM8E2gY1xiSkJTF4uYE38KO3no.jpg
1436767,{56873},False,[],,,,0,,nm3663409,Acting,Margret Wihlander,,0.0,
1436768,{56873},False,[],,,,0,,,Acting,Åse Petersen,,0.0,
1436776,{264463},False,[],,,,0,,nm0472836,Acting,Hanne Kruse,,0.0,
1436784,{33447},False,[],,,,0,,,Acting,Eino Korwa,,0.0239,
1436785,{33447},False,[],,,,0,,nm0526261,Acting,Anne Lund-Christiansen,,0.0071,
1436786,{33447},False,[],,,,0,,,Acting,Odd Woldstad,,0.0143,
1436788,{33447},False,[],,,,0,,,Acting,Christian Blanche,,0.0,
1436803,{188913},False,[],,,,0,,nm0903734,Acting,Valborg Voss-Christensen,,0.0,
1436804,"{1446564, 252774, 188913, 701819, 455967}",False,[],,1907-02-04,1990-04-27,1,,,Acting,Inga Schultz,"Copenhagen, Denmark",0.0143,/jlExt2xFMxw0Bm41j5X1PeYgTdh.jpg
1436805,{188913},False,[],,,,0,,nm0517934,Acting,Gudrun Lohse,,0.0071,
1436807,"{641624, 188913, 1212690}",False,[],,1870-08-15,1955-04-21,1,,nm0292908,Acting,Philippa Frederiksen,"Copenhagen, Denmark",0.0214,
1436808,"{188913, 252786, 358310}",False,[],,,,0,,nm0361797,Acting,Gorma Haraldsted,,0.0261,
1436809,{188913},False,[],,,,0,,,Acting,Povl Vendelbo,,0.0071,
1436812,"{755044, 1206860, 478672, 32947, 8883, 21973, 1110614, 707735, 420405, 121500, 704541}",False,[],,1954-01-28,,2,,nm0417394,Acting,Henrik Jandorf,"København, Danmark",0.1141,/pIjeX420VqBr6PxoCYKV9Vt2bMZ.jpg
1436813,"{341537, 312485, 754984, 179692, 14896, 15825, 21973, 708536, 737564}",False,[],,1949-03-11,,2,,nm0796548,Acting,Lars Sidenius,,0.0416,/2WXn7v7uCSuvztfLbCaDvclCrqn.jpg
1436817,{21973},False,[],,,,0,,nm0598430,Acting,Charlotte Monrad,,0.0,
1436819,{21973},False,[],,,,0,,nm0560568,Acting,Ernestina Matus,,0.0071,
1436820,{21973},False,[],,,,0,,nm0758384,Acting,Patricia Salinas,,0.0,
1436821,{21973},False,[],,,,0,,nm0939001,Acting,Cho Ting Wong,,0.0071,
1436822,{21973},False,[],,,,0,,nm0461749,Acting,Susanne Knudsen,,0.0,
1436823,{21973},False,[],,1972-09-22,,2,https://henrikuldall.dk/,nm0880389,Acting,Henrik Uldall,,0.0214,/yv2G3yX8O3VTnLw4YbML5Ahoo5o.jpg
1436824,{21973},False,[],,,,0,,nm0105367,Acting,Stine Brasgaard,,0.0,
1436825,"{21973, 367566}",False,[],,,,0,,nm0753230,Acting,Lone Rye,,0.0,
1436826,{21973},False,[],,,,0,,nm0159924,Acting,Traudi Christensen,,0.0,
1436827,{21973},False,[],,,,0,,nm0830661,Acting,Annika Stjernegaard,,0.0,
1436828,{21973},False,[],,,,0,,nm0815407,Acting,Carolina Sotelo,,0.0,
1436829,{21973},False,[],,,,0,,nm0243683,Acting,Diego Duran,,0.0,
1436830,{21973},False,[],,,,0,,nm0511240,Acting,Magnus Bjarnov Lind,,0.0,
1436831,{21973},False,[],,,,0,,nm0511212,Acting,Jannik Bjarnov Lind,,0.0,
1436858,{100573},False,[],,,,0,,nm0777110,Acting,Gösta Schwarck,,0.0261,
1436859,"{312485, 358346, 367594, 252747, 297453, 100573}",False,[],,,,0,,nm0179829,Acting,Lizzie Corfixen,,0.0,
1436860,{100573},False,[],,,,0,,nm0586760,Acting,Voja Miladinovic,,0.0071,
1436861,"{936580, 521447, 155725, 687226, 100573}",False,[],,,,0,,nm0060457,Acting,Peter Bastian,,0.0239,
1436862,"{100573, 218871}",False,[],,,,0,,,Acting,Søren Koch Nielsen,,0.0071,
1436865,{52490},False,[],,,,0,,,Acting,Shrimati Lilavati,,0.0,
1436866,{52490},False,[],,,,0,,nm0620732,Acting,Tudor Nanayakkara,,0.0,
1436867,{52490},False,[],,,,0,,,Acting,Lorna Gonsalves,,0.0071,
1436868,{52490},False,[],,,,0,,nm0375207,Acting,Katy Hellberg,,0.0214,
1436869,{52490},False,[],,,,0,,,Acting,Lille Peter,,0.0,
1436870,"{62512, 52490}",False,[],,,,0,,,Acting,Four Jacks,,0.0,
1436871,{56875},False,[],,,,0,,nm0934686,Acting,Henning Windfeldt,,0.0441,
1436875,{41989},False,[],,,,0,,nm0241123,Acting,Ralf Dujardin,,0.0,
1436891,"{73155, 423206, 367600, 324214, 206650}",False,[],,,,0,,nm0423852,Acting,Tudlik Johansen,,0.0362,/ci0pdwPM2WgIsEmeTb8u0xSKreW.jpg
1436892,"{454325, 324214}",False,[],,,,0,,,Acting,Aase Tarp,,0.0071,
1436893,"{358245, 324214}",False,[],,,,0,,nm0744684,Acting,Kate Rosen,,0.0,
1436901,"{53019, 101773, 62511}",False,['Jette Marianne Flor'],,1934-03-30,2015-03-22,1,,nm0282611,Acting,Marianne Flor,,0.0214,/fDbK9a8TInIAIQaJLEujmcgI1dQ.jpg
1436916,{34040},False,[],"Danish cinematographer. Benjamin has been admitted to the Danish Society of Cinematographers and is working on feature films, TV-series and commercials all over the world.",1985-06-29,,2,https://benjaminkirk.dk/,nm1429178,Camera,Benjamin Kirk Nielsen,"Århus, Denmark",0.9325,/kKsxAWqbrVIkziKQpARbQI4uyLs.jpg
1436927,"{329557, 724613, 77501}",False,[],,,,0,,,Acting,Denise Alvine Wencke Gjernøe,,0.0143,
1436928,{329557},False,[],,,,0,,nm3141607,Acting,Vincent Rygaard,,0.0,
1437255,"{88273, 980026}",False,['Nikol Heřmánková'],,1990-01-02,,1,,nm3721356,Acting,Nikol Kouklová,,0.0388,/7zeBBZ2YfYVOWwQuTNnJstlplAC.jpg
1437302,{151562},False,[],,,,0,,nm0107122,Acting,Mogens Brems,,0.0143,
1437303,{151562},False,[],,,,0,,nm0159994,Acting,Børge Christiansen,,0.0,
1437331,{100558},False,[],,,,0,,nm0461182,Acting,Knirke,,0.0363,
1437336,{166701},False,[],,,,0,,nm0257230,Acting,Åse Engelhardt,,0.0,
1437341,"{269192, 243106, 262812}",False,[],,1917-10-18,2005-05-09,1,,,Acting,Edith Thrane,"Nordby, Fanø, Danmark",0.0214,
1437342,"{41680, 262812, 16039}",False,[],,,,0,,nm0693695,Acting,Henrik G. Poulsen,,0.0071,
1437343,"{262812, 33348}",False,[],,,,0,,,Acting,Ejnar Flach,,0.0071,
1437348,"{262816, 184005, 748070, 367591, 252744, 342801}",False,[],,1899-11-24,1957-01-09,1,,nm0378437,Acting,Eva Heramb,"Århus, Denmark",0.0538,/rQm47jMZjEHYcmNzSxZsajwRQtJ.jpg
1437378,{56883},False,[],,,,0,,,Acting,Lis Ågård,,0.0214,
1437381,{56883},False,[],,,,0,,,Acting,Jeppe Munkholm,,0.0,
1437383,{56883},False,[],,,,0,,,Acting,Rie Rosenberg,,0.0168,
1437391,{132726},False,[],,,,0,,nm0489829,Acting,Per Lassen,,0.0,
1437392,"{728528, 132726}",False,[],,,,0,,nm0862335,Acting,Preben Thyrring,,0.0143,
1437394,{152387},False,[],,,,0,,nm0461229,Acting,Inger Knoblauch,,0.0,
1437395,"{132753, 152387}",False,[],,,,0,,,Acting,Roger Maridia,,0.0071,
1437396,{152387},False,[],,,,0,,nm0616205,Acting,Varinka Wichfeld Muus,,0.0,
1437397,{152387},False,[],,,,0,,nm0616203,Writing,Flemming B. Muus,,0.0143,
1437398,{152387},False,[],,,,0,,,Acting,Cathy Rupert,,0.0,
1437399,{152387},False,[],,,,0,,nm0087601,Acting,Allan Blanner,,0.0,
1437400,{152387},False,[],,,,0,,nm0171756,Acting,David Collet,,0.0,
1437402,{152387},False,[],,,,0,,,Acting,Cyril Glynn,,0.0,
1437403,{152387},False,[],,,,0,,nm0203314,Acting,Eric Davidson,,0.0,
1437417,"{287491, 274826, 495148, 412013, 488368, 329714, 1136532}",False,['ناتالی مادوئنو'],"Natalie Wolfsberg Madueño is a Danish actress best known to international audiences for her appearances in several ""Nordic Noir"" television drama series and in the 2019 Netflix series The Rain.",1987-11-07,,1,,nm2550903,Acting,Natalie Madueño,"København, Danmark",0.8726,/6ArqX4adQjetz2Np5Z7oqw6yu7F.jpg
1437419,"{42757, 381767, 724586, 532686, 523534, 329714, 718259, 932341, 705845, 708509, 881727}",False,['Kenneth Müller Christensen'],"Kenneth M. Christensen is a Danish actor who has appeared in multiple theatre, TV and feature films since his graduation from The Danish National School of Theatre, including roles in the critically acclaimed Danish Broadcasting productions 'The Government' and 'The Bridge'.",1983-04-10,,2,,nm2310763,Acting,Kenneth M. Christensen,"København, Danmark",0.2315,/u8v8S2ACfFHTsxYCUGUExsnrwSt.jpg
1437421,"{527745, 287491, 274826, 332179, 8883, 458300, 986812, 655297, 1101129, 530767, 580175, 562523, 562525, 562531, 1125607, 562536, 562546, 329714, 498162, 562551, 562553}",False,"['Martin Greis', 'Martin Greis Rosenthal', 'Martin Greis-Rosenthal']",,1980-10-09,,2,,nm1563441,Acting,Martin Greis-Rosenthal,"Brobyværk, Fyn, Danmark",0.1494,/laIjxXgAfyfUqFQO2WSWqKZTLL0.jpg
1437426,"{1437294, 39555, 378022}",False,[],,,,0,,nm0043465,Acting,Merete Axelberg,,0.0143,
1437427,{160415},False,[],,,,0,,nm0743019,Acting,Johannes Rosing,,0.0071,
1437428,"{160415, 24943}",False,[],,,,0,,nm0104888,Acting,Carsten Brandt,,0.0143,
1437429,{160415},False,[],,,,0,,nm0347710,Acting,Kurt Guldbæk,,0.0,
1437431,"{41680, 160415}",False,[],,,,0,,nm0344480,Acting,Charlotte Grumme,,0.0,
1437432,{160415},False,[],,,,0,,nm0630820,Acting,Hanne Nielsen,,0.0143,
1437433,"{324163, 521147, 160415}",False,[],,1951-07-04,,1,,nm0435979,Acting,Solveig Kallenbach,,0.6811,/dmvy653olacO3dDsprRtkaTV5m9.jpg
1437434,{160415},False,[],,,,0,,nm0579974,Acting,Kim Menzer,,0.0071,
1437445,"{778043, 41391}",False,[],,1877-03-06,1962-02-01,2,,nm1281390,Acting,Hans Christian Sørensen,"Frederiksberg, Denmark",0.0214,
1437774,{577058},False,[],,,,0,,nm0303060,Acting,Lucio Gallo,,0.0534,/bzNRGXoJT6vRUGOQ0hJ9H4dRncx.jpg
1438042,{16039},False,[],,1966-08-21,,2,,nm0388722,Acting,Morten Hoff,,0.0407,/7sNxE4B1nOXnDVcFDoA9jLE44O3.jpg
1438043,"{274826, 16039}",False,[],,,,0,,nm0630999,Acting,Thomas Nielsen,,0.0544,/zXFSayaZhQHD3Y9xkD8u8wk1cGj.jpg
1438045,{16039},False,[],,,,0,,nm0088621,Acting,Inga Bjerre Bloch,,0.0,
1438047,"{16039, 379351}",False,[],,1943-10-02,,1,,nm0461732,Directing,Mette Knudsen,København,0.0505,
1438048,{16039},False,[],,,,0,,nm0794813,Acting,Michael Schomacker,,0.0,
1438049,{16039},False,[],,,,0,,nm0535247,Acting,Tony Madsen,,0.0143,
1438050,{16039},False,[],,,,0,,nm0079526,Acting,Bibi Beuchert,,0.0,
1438051,"{368250, 16039}",False,[],,,,0,,nm0421471,Acting,Helle Merete Jensen,,0.0143,
1438053,{16039},False,[],,,,0,,nm0356521,Acting,Ruth Hallgren,,0.0071,
1438054,{16039},False,[],,,,0,,nm0347199,Acting,Hubert Guillou,,0.0071,
1438055,{16039},False,[],,,,0,,,Acting,Dorthe Damsgaard,,0.0379,
1438056,{176596},False,[],,,,0,,nm0375780,Acting,Kathrine Helmuth,,0.0,
1438057,"{155762, 183990, 98071, 72538, 218943}",False,[],,1943-09-25,2024-05-13,2,,nm0898880,Acting,Geert Vindahl,,0.0361,/3s1RDnHKGxbYUfEkxdyLNHq3ppJ.jpg
1438058,{324163},False,[],,,,0,,nm3150852,Acting,Jan Maagaard,,0.0071,
1438059,"{324163, 655183}",False,[],,,,0,,nm3141940,Acting,Jenny Larsen,,2.249,
1438062,{324163},False,[],,,,0,,nm1217089,Acting,Henrik Bering Liisberg,,0.0,
1438063,"{1178072, 221594, 324163, 737564}",False,[],Lundberg was a Danish actress.,1948-09-30,2017-12-30,1,,nm0526332,Acting,Susanne Lundberg,Danmark,0.0264,/8c9vu5YWI9fh7oIdZQDxLW3vEe6.jpg
1438064,{324163},False,[],,,,0,,nm3137063,Acting,Dinna Bjørn,,0.0,
1438065,{324163},False,[],,,,0,,nm3139173,Acting,Christian Mørk,,0.0143,/fZhXhkeBmWhBKbOFjehWLT7DFei.jpg
1438090,{24934},False,[],,,,0,,nm0693563,Acting,Poul-Kristian,,0.0143,
1438091,{330038},False,[],,1937-06-10,,2,,nm0238802,Acting,Hardy Dræby,"Aarhus, Danmark",0.0,/3r7DqOjbGaLKin1teA3XVmwlrLj.jpg
1438092,{330038},False,[],,,,0,,nm0477721,Acting,Preben Kæring,,0.0,
1438093,{330038},False,[],,,,0,,nm0472865,Acting,Mogens Steen Kruse,,0.0071,
1438094,"{737564, 330038}",False,[],,,,0,,nm0206579,Acting,Sandra Day,,0.0071,
1438095,{330038},False,[],,1953-05-12,1989-06-16,2,,nm0516953,Acting,Bob Lockwood,New York,0.051,/exV4T579Bwjr1V8qWy9GKbmc8z3.jpg
1438096,{330038},False,[],,,,0,,nm0761392,Acting,Daniel Sander,,0.0214,
1438097,{330038},False,[],,,,0,,nm0160215,Acting,Preben Christiansen,,0.0,
1438105,{33363},False,[],,,,0,,nm0257305,Acting,Pia Engels,,0.0,
1438106,{33363},False,[],,,,0,,nm0421564,Acting,Kirsten Jensen,,0.0,
1438107,{33363},False,[],,,,0,,nm0488921,Acting,Tine Gorm Larsen,,0.0,
1438108,{33363},False,[],,,,0,,nm0210416,Acting,Franca Maria De Monti,,0.0168,/8b4ISW23BcvyWJiw3YXVK2uMqP6.jpg
1438111,{330050},False,[],,,,0,,nm0051465,Acting,George Bamford,,0.0621,
1438112,"{1178072, 264794, 95491, 330050}",False,"['Poul Erik Christiansen', 'Paul E. Christiansen']",,1922-12-03,1997-10-23,2,,nm0160214,Acting,Paul Erik Christiansen,"Odense, Danmark",0.0,
1438114,"{330054, 286438, 358251, 176596, 328309}",False,[],,,,0,,nm0742840,Acting,Johnny Rosenvold,,0.0357,
1438116,{330054},False,[],,,,0,,nm0245895,Acting,Åge Dylander,,0.0071,
1438117,{330054},False,[],,1924-09-25,2006-09-11,1,,nm0259788,Acting,Tove Errboe,"Odense, Danmark",0.0256,/oyObQEF18takvL3KjPfGR84ud08.jpg
1438122,{33348},False,[],,,,0,,nm0361472,Acting,Sven Hansson,,0.0,
1438125,{33348},False,[],,,,0,,,Acting,Hanne Knudsen,,0.0,
1438127,{33348},False,[],,,,0,,,Acting,Jens Ottoson,,0.0,
1438129,"{1179844, 33348, 1179525}",False,[],,,,0,,,Acting,Lis Poulsen,,0.0071,
1438134,{33348},False,[],,,,0,,,Acting,Benny Nielsen,,0.0,
1438137,{33348},False,[],,,,0,,,Acting,Svend Aage Pedersen,,0.0,
1438139,{33348},False,[],,,,0,,,Acting,Britta Knudsen,,0.0,
1438140,{33348},False,[],,,,0,,,Art,Leo Jørgart,,0.057,
1438141,"{40003, 60484, 33348, 710608, 454834, 737564, 218943}",False,[],,1918-08-08,2008-06-30,2,,nm0841044,Acting,Otte Svendsen,"Aalborg, Danmark",0.0614,/5oa1fjy98jJS4IuhXSH0cC4rDGj.jpg
1438142,"{394225, 179402, 33348}",False,[],,,,0,,,Acting,Kaj Sørensen,,0.0071,
1438143,{33348},False,[],,,,0,,,Acting,Ulf Bertram,,0.0,
1438144,"{138099, 33348}",False,[],,,,0,,,Acting,Jesper Thilo,,0.0,
1438145,{33348},False,[],,1939-02-07,,2,,,Acting,Niels Jørgen Steen,"København, Danmark",0.0071,/8nlz1c7jpwLtO3PodFbUtfszYgq.jpg
1438146,{33348},False,[],,,,0,,,Acting,Arne Tørnqvist,,0.0071,
1438147,{33348},False,[],,,,0,,,Acting,Svend-Erik Nørregaard,,0.0,
1438148,{33348},False,[],,,,0,,,Acting,Anette Nordlund,,0.0,
1438150,{33348},False,[],,,,0,,,Acting,Troels Petersen,,0.0,
1438152,{33348},False,[],,,,0,,,Acting,Flemming Thygesen,,0.0,
1438174,{98071},False,[],,,,0,,nm0405131,Acting,Inge Hyllested,,0.0256,
1438175,"{12231, 98071}",False,[],,,,0,,nm6858801,Acting,Jan Due,,0.0071,
1438176,"{206824, 367594, 783587, 98071}",False,[],,,,0,,,Acting,Freddy Fræk Poulsen,,0.0,/x4zT2Xmr3SBjgEG6DOsfi53HLrD.jpg
