name,birthday,deathday,gender,person_id
Frank Woodley,1968-02-29,,2,124589
Larry Jenkins,1955-05-10,2019-04-25,2,124603
Katrina Durden,1990-03-28,,1,1697472
Brendon Walsh,1973-07-27,,0,1173186
Katrina Grey,1991-01-11,,1,1697476
Krystal Star,1986-03-11,,1,4318917
Nicole Grimaudo,1980-04-22,,1,124618
Bianca Nappi,1980-01-12,,1,124621
Daniele Pecci,1970-05-23,,2,124622
Massimiliano Gallo,1968-06-19,,2,124624
Paola Minaccioni,1971-09-25,,1,124625
Billy O'Brien,1970-01-01,,2,124635
Chiu Chi-Ling,1943-01-20,,2,1173216
Lio Tipton,1988-11-09,,3,124644
Chad L. Coleman,1974-09-06,,2,124645
Danny Chan Kwok-Kwan,1975-08-01,,2,1173223
Ben Lloyd-Hughes,1988-04-14,,2,1173230
Ben Lamb,1989-01-24,,2,1173231
Wesley Singerman,1990-08-23,,2,124665
Megan Taylor Harvey,1992-06-30,,1,124668
Lauren Schaffel,1988-06-02,,1,124670
Primo Reggiani,1983-11-05,,2,124677
Kim Newman,1959-07-31,,2,1173259
Ciera Payton,1986-01-26,,1,124687
Joshua Grothe,1987-10-02,,2,124698
Michael Stephenson,1978-02-28,,2,124713
George Hardy,1954-10-16,,2,124716
Jason Steadman,1972-04-10,,2,124718
John Gemberling,1981-02-01,,2,124723
Celia Cruz,1924-10-21,2003-07-16,1,124744
Pierre Coffin,1967-03-16,,2,124747
Chris Renaud,1966-12-05,,2,124748
Dana Gaier,1997-02-05,,1,124750
Michele Riondino,1979-03-14,,2,124754
Sara Lazzaro,1984-09-15,,1,124760
Jeff Trammell,1990-03-11,,2,2746207
Perry Lang,1959-12-24,,2,124783
Holly Gagnier,1962-12-12,,1,124786
Chris Solari,1976-07-13,,2,124795
Adam Horovitz,1966-10-31,,2,124824
Kimberley Nixon,1985-09-24,,1,124828
Larry Weissman,1962-08-21,,2,124845
Onni Tommila,1999-07-18,,2,124870
Jodie Mack,1983-01-01,,1,1173455
Delanna Studi,1976-07-04,,1,1173473
Geraldine Keams,1951-08-19,,1,1173474
Danny Hoch,1970-11-23,,2,124909
Evi Saoulidou,1977-01-01,,1,124923
Karlie Montana,1986-05-14,,1,124946
Daniella van Graas,1975-08-04,,1,1173535
Alexis Texas,1985-05-25,,1,124972
Elizabeth Alexander,1952-08-21,,1,125021
Joey King,1999-07-30,,1,125025
Patty McCormack,1945-08-21,,1,125026
Sarah Smyth,1982-10-12,,1,387183
Tom Chadbon,1946-02-27,,2,125039
Gail Kim,1977-02-20,,1,125046
Lalaine,1987-06-03,,1,125047
Sara Ramirez,1975-08-31,,3,125055
Rhea Ripley,1996-10-11,,1,1960119
Dylan Kingwell,2004-07-06,,2,1435838
Virginia Nicolson,1916-03-01,1996-09-01,1,1173697
Marlene Clark,1949-12-19,2023-05-18,1,125128
Michael Teh,1969-04-17,,2,125130
Chris Patrick-Simpson,1979-01-18,,2,1435854
John Klemantaski,1951-05-05,,0,125139
Nevin Millan,1979-02-17,,2,125143
Karli Hall,1991-02-04,,1,1698008
Christopher Guyton,1969-02-07,,2,125145
Mindy Kaling,1979-06-24,,1,125167
Tosin Morohunfola,1988-08-01,,2,1173760
Gavin Macintosh,1999-03-22,,2,1435945
Amanda Leighton,1993-06-07,,1,1435947
Lina Renna,2009-04-25,,1,1698098
Jay Ali,1982-03-29,,2,1435955
Pádraic Delaney,1977-11-06,,2,125237
Lorraine Burroughs,1981-01-22,,1,125245
Anita Tóth,1972-08-06,,1,125253
Jaz Coleman,1960-02-26,,0,1435986
Rachel Hardisty,1983-08-21,,1,1173849
Emmy Liu-Wang,2006-11-20,,1,3271005
Zehra Fazal,1984-08-28,,1,2222440
Emma Randall,1975-09-18,,1,125318
William Eubank,1982-11-15,,2,125324
Tim Fields,1980-10-03,,2,125332
Róbert Koltai,1943-12-16,,2,125361
Patrick Page,1962-04-27,,2,1436106
Philip Bowen,1949-01-01,,2,1173980
Olivia Cooke,1993-12-27,,1,1173984
Michaël Cohen,1970-12-13,,2,125412
Tamás Sas,1957-08-17,,2,125442
Lisa Cheng,1986-02-17,,1,1174028
George T. Miller,1943-11-28,2023-02-17,2,1174031
Francis Bacon,1909-10-28,1992-04-28,2,1174033
Sergey Badyuk,1970-07-03,,2,1436207
Antonella Costa,1980-03-19,,1,125493
Carlos Echevarría,1973-12-08,,2,125494
Lancelot Oduwa Imasuen,1971-06-20,,2,1174073
Naomi Klein,1970-05-08,,1,125505
Michael Lindsay-Hogg,1940-05-05,,2,125543
Tim Fywell,1951-10-03,,2,125544
Asher Keddie,1974-07-31,,1,125565
Mark Wood,1983-10-19,,2,1698428
Emma Prescott,1998-10-07,,1,1698431
Tiffany Lyndall-Knight,1972-10-17,,1,125581
Milka Ahlroth,1966-08-15,,1,125586
Keaton Simons,1978-07-20,,2,1436317
İlker Kurt,1973-04-03,2022-06-05,2,2747037
Mikko Nousiainen,1975-04-26,,2,125628
Tim Ransom,1963-04-19,,2,1174218
Clint Boon,1959-06-10,,2,1174223
Billy Bragg,1957-12-20,,2,1174227
Andrew Scott,1976-10-21,,2,125660
Josh Webber,1986-12-20,,2,1436385
Attila Árpa,1971-11-17,,2,125684
Gemita Samarra,1993-05-12,,1,1436404
Daniel Espinosa,1977-03-23,,2,125738
Matias Varela,1980-06-23,,2,125739
Dragomir Mrsic,1969-10-02,,2,125740
Edmund Chen,1961-02-04,,2,125767
Nicholas Duvernay,1999-10-06,,2,3533641
Mike Stoller,1933-03-13,2021-03-22,2,1174359
Robert A. Masciantonio,1974-05-31,,2,125795
Yasser Arafat,1929-08-24,2004-11-11,2,125823
Ehud Barak,1942-02-12,,2,125824
Benjamin Netanyahu,1949-10-21,,2,125825
Nicolette Little,1991-03-10,,1,1174402
Shimon Peres,1923-08-02,2016-09-28,2,125826
Hélène Florent,1974-10-21,,1,125830
Jean-René Ouellet,1947-10-15,,2,125837
Robert Noble,1950-01-12,,2,125845
Miguel Ángel Muñoz,1983-07-04,,2,125852
Valentin Gaft,1935-09-02,2020-12-12,2,125855
Natalya Surkova,1967-03-14,,1,125865
Max Mannheimer,1920-02-06,2016-09-23,2,1174465
John Ward,1970-05-22,2024-02-16,2,125910
Ralphie May,1972-02-17,2017-10-06,2,125933
Robyn Malcolm,1965-03-15,,1,125938
Liu Xin,1958-01-01,,1,4844541
Austin St. John,1975-09-17,,2,388114
Christopher Convery,2008-01-14,,2,1960997
Deniz Güngören,1987-09-20,,2,1174580
Charlie Townsend,2012-08-29,,1,2485317
Loretta Sanchez,1960-01-07,,1,5106775
Alex Macqueen,1973-11-30,,2,126042
Erin Carufel,1978-09-28,,1,650356
Tessa Fowler,1992-01-23,,1,3009665
Cordelia González,1957-08-11,,1,126096
Jonathan Dwayne,1963-07-31,,2,126102
Bill Plympton,1946-04-30,,2,126125
Kedar Williams-Stirling,1994-12-14,,2,126169
Michael Socha,1987-12-13,,2,126171
Jan Uddin,1985-10-22,,2,126172
Jennie Jacques,1989-02-28,,1,126173
Monica Rose Betz,2001-07-17,,1,2747612
Eddie Kadi,1983-05-18,,2,126177
Aryia,1996-07-09,,2,2223356
Kinsey Wolanski,1996-08-30,,1,2223357
Alyssa Kempinski,1990-10-19,,1,2223360
Stephanie Venditto,1965-01-30,,1,1174794
Marc Grapey,1964-04-05,,2,1174795
Tom Parker,1977-07-23,,2,1436949
Christine Tucci,1967-01-19,,1,126235
James Lebrecht,1956-05-08,,2,1436963
Jasmine Richards,1990-06-28,,1,126250
Tiffany Mason,1982-01-20,,1,1174830
Nick Loeb,1975-08-02,,2,1436976
Kate Berlant,1987-07-16,,1,1436999
Sarah Catherine Hook,1995-04-21,,1,2485582
Donna Godchaux,1947-08-22,,1,126294
Bill Kreutzmann,1946-05-07,,2,126296
Mickey Hart,1943-09-11,,2,126297
Tony Ayres,1961-07-16,,2,126315
Nic Bishop,1973-09-19,,2,126321
Olivia Stambouliah,1982-04-10,,1,126337
Christopher Stollery,1965-08-12,,2,126341
Spencer Rocco Lofranco,1982-10-18,,2,1174927
Tracy Reed,1942-09-21,2012-05-02,1,126354
Garrett Palmer,1997-09-27,,2,1174938
Charlie Holliday,1938-11-25,,2,1174939
Frank D'Angelo,1959-04-23,,2,1437094
Tim Kaiser,1954-01-30,,2,1437112
Francesco Apolloni,1974-01-15,,2,126393
Hans von Spakovsky,1959-03-11,,2,3534266
Jessica Uberuaga,1992-11-03,,1,1437135
Howie Long,1960-01-06,,2,126418
Shane Taylor,1974-03-13,,2,126429
Maria P. Petruolo,1989-03-28,,1,126440
Tom Amandes,1959-03-09,,2,126471
Lauren Hadaway,1989-08-25,,1,1437193
Petra Bučková,1978-10-26,,1,1699348
Shelley Waggener,1964-09-30,,1,126487
Tim Sullivan,1948-06-09,,2,1175064
Lauren Sweetser,1988-02-11,,1,126488
Charisma Carpenter,1970-07-23,,1,126502
Justin Hawkins,1975-03-17,,2,126504
Derek Bell,1941-10-31,,2,1437230
Aubrey O'Day,1984-02-11,,1,126511
Alex Murrel,1987-01-29,,0,126514
Davida Williams,1986-09-05,,1,126515
Annabelle Lanyon,1960-10-04,,1,126533
Toyah Willcox,1958-05-18,,1,126534
John-Paul Macleod,1985-11-30,,2,126540
Leopold Manswell,1993-05-13,,2,1699413
John Hammond,1942-11-13,,2,1961569
Genevieve Gaunt,1991-01-13,,1,1437296
Aaron Pedersen,1973-11-24,,2,126579
Anna Butkevych,1985-02-27,,1,3272320
Marcin Kowalczyk,1987-07-28,,2,1175170
Tyler Hamilton,1971-03-01,,2,2485892
Bobby Julich,1971-11-18,,2,2485893
Simone Ashley,1995-03-30,,1,2223752
Patricia Allison,1994-12-07,,1,2223754
Wayne Barrett,1945-07-11,2017-01-19,2,1437338
James Guthrie,1954-11-14,,2,1175195
Ross McElwee,1947-07-21,,2,126620
Sam Brown,1964-10-07,,1,1175198
Mark Andrews,1968-09-12,,2,126638
Alvy Ray Smith,1943-09-08,,2,126639
Diana Prince,1979-06-06,,1,1175215
John Bell,1997-10-20,,2,126667
Steve Lawrence,1935-07-08,2024-03-07,2,126683
Jessica Falkholt,1988-05-15,2018-01-17,1,1961699
Elizabeth Marvel,1969-11-27,,1,126713
Arvin Chen,1978-11-26,,2,126714
Zan Calabretta,1977-07-16,,2,126722
Lola Créton,1993-12-16,,1,126726
Serge Bromberg,1961-04-26,,2,126750
Anubhav Sinha,1965-06-22,,2,126765
Diego Martín,1974-09-21,,2,126771
Per Fly,1960-01-14,,2,126774
Ariana DeBose,1991-01-25,,1,1437491
Eddie Peng Yu-Yan,1982-03-24,,2,126778
Erik Markus Schuetz,1973-01-25,,0,126801
Sandee Westgate,1979-05-05,,1,1175378
Alaa Safi,1984-09-26,,2,126802
Mickey Sumner,1984-01-19,,1,1175394
Nadine Petry,1981-10-13,,1,1175398
Kevin VanHook,1965-06-24,,2,126824
Joshua Henry,1984-09-02,,2,1437547
Saginaw Grant,1936-07-20,2021-07-27,2,126829
Michael A. Nickles,1968-03-26,,2,126837
Jordyn DiNatale,1993-04-26,,1,1437562
Peter Mark Kendall,1986-01-01,,2,1437564
Josh Nuncio,1980-06-02,,0,126844
Ted Sutherland,1997-03-16,,2,1437571
Alexa Davies,1995-08-18,,1,1437582
Darren Wall,1972-11-07,,2,126871
Alicia Coppola,1968-04-12,,1,126875
Declan O'Brien,1965-12-21,2022-02-16,2,126882
Kevin Stapleton,1963-12-07,,2,126884
Frida Farrell,1979-12-27,,1,126885
Derrick Borte,1967-12-07,,2,126910
Ayoola Smart,1994-03-19,,1,1961928
Lily Brazier,1986-11-08,,1,1961929
Elisabeth Röhm,1973-04-28,,1,126932
David Kellman,1961-07-12,,2,1961942
Robert Shafran,1961-07-12,,2,1961943
Cody Calafiore,1990-12-13,,2,1699799
Eva Röse,1973-10-16,,1,126936
Bahador Foladi,1982-08-17,,2,1437659
Brian Percival,1962-01-01,,2,126945
Walter Parazaider,1945-03-14,,2,1699818
Kelly Harrison,1980-11-28,,1,126956
Matthias Dietrich,1981-05-18,,2,126959
Homer Flynn,1945-04-11,,2,1437686
Claressa Shields,1995-03-17,,1,1437698
Micaela Ramazzotti,1979-01-17,,1,126983
Claudia Pandolfi,1974-11-17,,1,126984
Richard Winsor,1982-01-04,,2,127001
George Sampson,1993-06-29,,2,127004
Rola,1990-03-30,,1,1699892
Joyce Gordon,1934-08-28,2008-08-13,1,127037
Brandon Potter,1982-07-28,,0,3272770
Nate Corddry,1977-09-08,,2,127048
Brian Anthony Wilson,1960-02-22,,2,127070
Emma De Swaef,1985-01-01,,1,1437799
Gary Hershberger,1964-04-05,,2,127098
Tara Perry,1985-12-09,,1,1175675
Jon Beavers,1984-05-21,,2,1175676
Yvette Gonzalez-Nacer,1986-10-22,,1,1175677
Ian Dolley,2007-04-12,,2,3797133
Serayah,1995-06-20,,1,1437842
Marielle Jaffe,1989-06-23,,1,127127
Nico Tortorella,1988-07-30,,3,127128
Nancy O'Dell,1966-02-25,,1,127130
Robert Grubb,1950-01-31,,2,127135
Vincent Ebrahim,1951-01-01,,2,127149
Ben Whitehead,1977-05-15,,2,127155
Tamsyn Kelly,1981-01-15,,1,5632181
Phyllis Logan,1956-01-11,,1,127164
Lee Burns,1972-06-20,,2,1175742
Michael Angelo Covino,1984-12-10,,2,1175743
Marcia Cross,1962-03-25,,1,127171
Morgan Dudley,2001-07-09,,1,3797199
Breanne Racano,1988-01-15,,1,1175764
Diego Vásquez,1965-03-24,,2,1175778
John Liu,1944-05-20,,2,127233
Jana Gallagher,1989-08-25,,1,1700102
Luis Dubó,1964-01-16,,2,127247
Luis Gnecco,1962-12-12,,2,127248
Barbara Lott,1920-05-15,2002-12-19,1,127267
William Chan,1985-11-21,,2,127268
Kovács István,1944-05-07,,2,127277
Amanda Joy,1989-02-16,,1,1438000
Harrison Gilbertson,1993-06-29,,2,127281
Harry Cook,1991-06-12,,2,127282
Adrian Lamo,1981-02-20,,2,127284
Steve Wozniak,1950-08-11,,2,127286
Richard Feynman,1918-05-11,1988-02-15,2,127293
Rikiya Kurokawa,1975-01-17,,2,127307
Jesse Peyronel,1977-12-07,,2,1175888
Michael Chang,1972-02-22,,2,127380
Heather A. Maxwell,1977-01-01,,1,127381
Matt Youngberg,1977-02-17,,2,127382
Janice Kawaye,1970-04-04,,1,127386
Yuri Lowenthal,1971-03-05,,2,127387
Jack DePew,1993-01-14,,2,1175996
Johnny Nguyen,1974-02-16,,2,127451
Conan Stevens,1969-11-30,,0,127453
Raquelle Stevens,1992-03-21,,1,2748908
Madison McLaughlin,1995-11-05,,1,127471
Stephanie Zimbalist,1956-10-08,,1,127488
Richmond Hoxie,1946-07-21,,2,1176065
Macha Grenon,1968-06-07,,1,127495
Pearry Reginald Teo,1978-07-23,2023-03-09,2,127497
Gillian Tan,1980-11-11,,1,127505
Emma Griffiths Malin,1980-04-07,,1,127527
Jessica Polsky,1978-02-03,,1,2224689
Adam Aalderks,1988-03-02,,2,1438261
Bob Misiorowski,1944-11-25,,2,127542
Seth Dousman,1988-03-14,,2,1438262
Bentley Mitchum,1967-02-22,,2,127544
Leo Wu,1999-12-26,,2,1438264
Thorsten Kaye,1966-02-22,,2,127553
Nikita Ager,1969-07-08,,1,127554
Leah Sava Jeffries,2009-09-25,,1,1438277
Andrea Riseborough,1981-11-20,,1,127558
Blake Burt,1993-07-27,,2,1438287
Benjamin King,1971-11-08,,2,127582
Avantika,2005-01-25,,1,2749024
Candice Hillebrand,1977-01-19,,1,127585
Rick Macy,1953-10-18,,2,127589
Kirk Fogg,1959-09-18,,2,127596
Andre Robinson,2004-11-17,,2,1438315
Elizabeth Whitmere,1981-05-08,,1,127612
Richard Elfman,1949-03-06,,2,127614
Richard Roeper,1959-10-17,,2,127616
Cecilia Noble,1966-06-11,,1,1438350
David Drake,1963-06-27,,2,1176208
Alina Fritsch,1990-01-01,,1,1438374
Sandi Gardiner,1980-05-24,,1,2224835
Marvin Jones III,1976-07-09,,2,1962692
Steven Hentges,1971-06-02,,2,127697
Ta-Nehisi Coates,1975-09-30,,2,1962705
Joe Egender,1976-03-16,,2,127701
Matt Ryan,1981-04-11,,2,127712
William Catlett,1982-10-16,,2,1962720
Robert Young,1933-03-16,,2,127716
Barbara Topsøe-Rothenborg,1979-08-29,,1,127723
Devon Werkheiser,1991-03-08,,2,127725
Bob Morley,1984-12-20,,2,127733
Georgina Haig,1985-08-03,,1,127734
Liza Koshy,1996-03-31,,1,1700631
Lynne Sachs,1961-08-10,,1,1438516
Janicza Bravo,1981-02-25,,1,1176379
Zara Taylor,1983-11-05,,1,127812
Lewis Pullman,1993-01-29,,2,1700685
Brendan Scannell,1990-06-20,,2,1700686
Dagoberto Gama,1959-12-22,,2,127825
Chalad Na Songkhla,1979-10-01,,2,127844
Robert Więckiewicz,1967-06-30,,2,127856
Eryk Lubos,1974-09-06,,2,127858
Sam Fox,1989-05-30,,2,4060024
Olly Sholotan,1998-04-05,,2,2487162
Aquinnah Fox,1995-02-15,,1,4060025
Schuyler Fox,1995-02-15,,1,4060027
Linda Rybová,1975-10-15,,1,127874
Cecilia Gessa,1977-11-22,,1,1176462
Elena Satine,1987-11-24,,1,127907
Reshad Strik,1981-06-22,,2,127909
Mathilde Ollivier,1994-09-20,,1,1700784
Dorien Wilson,1963-07-05,,2,127931
Kelton Kessee,1981-01-02,,2,127933
Buddy Lewis,1963-04-13,,2,127935
Josephine Witt,1993-06-22,,1,1962952
Jake Burton,1954-04-29,2019-11-20,2,127961
Shaun White,1986-09-03,,2,127963
Johannes Klaußner,1985-11-28,,2,127968
Elsa May Averill,1981-08-18,,1,1962991
Adam Vincent,1975-12-12,,0,128002
Doris Chillcott,1930-12-29,2006-11-19,1,1176580
Aaron Craven,1974-07-25,,2,1176581
Stephanie Niznik,1967-05-20,2019-06-23,1,128012
Greg Cromer,1971-08-21,,2,128013
Claudio Botosso,1958-03-28,,2,128018
Dylan Kuo,1977-06-08,,2,128040
Richard Syms,1943-01-01,,2,390184
Ricky Martin,1971-12-24,,2,128057
Jelani Cobb,1969-08-21,,2,1700943
Rose Reid,1999-01-24,,1,1963088
Michael Hough,1984-01-05,,2,1700947
Miroslav Šimůnek,1978-04-05,,2,128085
Zuzana Fialová,1974-05-17,,1,128089
Biana Tamimi,1990-01-01,,1,128094
Patrick Elias,1966-04-09,,2,128095
Gérard Rudolf,1966-04-20,,2,128096
Nelson Aspen,1963-07-01,,0,1438815
Ricky Memphis,1968-08-29,,2,128117
Miles Gutierrez-Riley,1998-09-17,,2,3535991
Townes Van Zandt,1944-03-07,1997-01-01,2,1176696
Edouard Philipponnat,1999-01-01,,2,1700994
Cassie Clare,1991-12-22,,1,1700995
Elijah Ungvary,1986-12-21,,2,1700997
Bella Hadid,1996-10-09,,1,1701005
Katie Boland,1988-02-14,,1,128150
Troy Coward,1981-01-01,,0,1438872
Ismail Bashey,1970-04-25,,2,128154
Michael Zinberg,1944-03-22,,2,128172
George Buza,1949-01-07,,2,128176
Siena Bjornerud,1999-01-01,,0,3273908
Jamie Lee O'Donnell,1987-03-04,,1,1963195
Billy Blanks,1955-09-01,,2,128191
Sarah Aldrich,1970-02-10,,1,128195
Jamie Tarantini,1986-08-14,,1,1963203
Eve Brent,1929-09-11,2011-08-27,1,128201
Diane Sellers,1958-10-08,,1,128205
Lea Michele,1986-08-29,,1,128206
Giuseppe Capotondi,1968-01-01,,2,128217
Lidia Vitale,1972-10-02,,1,128224
Giampiero Judica,1969-08-29,,2,128225
Sabrina Ferilli,1964-06-28,,1,128236
Troy Osterberg,1997-06-03,,2,1963260
Jujo Ballo,1976-05-28,,2,1438981
Frank Pellegrino,1944-05-19,2017-01-31,2,1701137
Otto Bathurst,1971-01-18,,2,128276
Nóra Trokán,1986-08-13,,1,1439024
Lucy Martin,1991-06-08,,1,2487613
Haruna Ayane,1993-01-08,,1,2749776
Victoria Duffield,1995-01-03,,0,1176921
Chris Bruno,1966-03-15,,2,128346
Jennica Schwartzman,1985-04-21,,1,1963354
Matthan Harris,1986-09-23,,2,1439079
Sarah Woods,1961-08-24,,1,1176940
D.J. Hale,1993-03-24,,2,1701230
Rebecca Massey,1969-09-12,,1,1176943
Kathryn Zenna,1971-02-25,,1,1176948
Colin McFarlane,1961-09-15,,2,128386
David Dean Bottrell,1959-04-06,,2,1176992
Giuseppe Piccioni,1953-07-02,,2,128439
Elisa Amoruso,1981-04-29,,1,128452
Scott Takeda,1967-03-21,,2,1439204
Tamás Lengyel,1977-09-07,,2,1177074
Roxanna Bina,1977-12-09,,1,128510
Emmanuel Itier,1967-04-17,,2,128522
Desmond Tutu,1931-10-07,2021-12-26,2,128550
Hayden Summerall,2005-04-04,,2,1963601
Freddie Cunliffe,1981-01-01,,2,128598
Robert Goulet,1933-11-26,2007-10-30,2,128621
Dylan Summerall,1999-03-25,,2,1963631
Scottie Thompson,1981-11-09,,1,128628
Crystal Reed,1985-02-06,,1,128629
J. Paul Boehmer,1965-10-30,,2,128630
Tanya Newbould,1971-07-07,,1,128631
Liam O'Donnell,1982-04-12,,2,128636
Armand Mastroianni,1948-08-01,,2,128639
Archie Panjabi,1972-05-31,,1,128645
Joseph McFadden,1975-10-09,,2,128648
CC Sabathia,1980-07-21,,2,2225804
Rodrigo Obregón,1951-10-28,2019-09-25,2,128672
Claire Schuyffel,1983-12-30,,1,1963688
Yasmin Honeychurch,1999-12-19,,1,1701552
Richard Eden,1956-02-13,,2,128695
Ruma Guha Thakurta,1934-11-02,2019-06-02,1,128708
Sabyasachi Chakraborty,1956-09-08,,2,128709
Supriya Choudhury,1935-01-07,2018-01-26,1,128710
David Alvarez,1994-05-11,,2,2225865
Joseph Winter,1985-11-08,,2,3274444
Milind Gunaji,1961-07-23,,2,128728
Doon Mackichan,1962-08-07,,1,128741
Alba Rohrwacher,1979-02-27,,1,128748
Timo Jacobs,1974-01-01,,2,128758
James Barriscale,1969-05-11,,2,1439492
Georgi Stanislavov,1978-04-22,,2,1701655
Billy Harris,1994-04-12,,2,2750233
Brent Taylor,1980-12-02,,2,128804
Linda Yellen,1949-07-13,,1,1177381
Emma Howard,2000-09-13,,1,1701694
Kelly Yu,1989-11-07,,1,2225985
Paweł Smagała,1981-01-16,,2,1963863
Isaac Ordonez,2009-04-15,,2,2488176
Sophie Auster,1987-07-06,,1,128888
Frederick Keeve,1954-08-01,,2,1177469
Chris O'Shea,1992-10-01,,2,1439612
David Cade,1987-11-06,,2,1439634
Jeremy Kagan,1945-12-14,,2,128947
Phil Jackson,1945-09-17,,2,1177525
Mike Marsh,1978-09-02,,0,128949
Andrew McFarlane,1951-06-06,,2,128957
Dave Rowntree,1964-05-08,,2,128963
Funke Akindele,1977-08-24,,1,1177552
Norma Kuhling,1991-12-04,,1,1701851
John Romita Jr.,1956-08-17,,2,128988
Roger Hewlett,1958-05-02,,2,129013
Dhafer L'Abidine,1972-02-29,,2,129014
Tim D. White,1950-08-24,,2,1701878
Jenn Proske,1987-08-08,,1,129024
Brette Harrington,1992-01-01,,1,1701886
Howard Flamm,1966-10-21,,2,1701892
Roger Davis,1939-04-05,,2,129048
Rachel Hurd-Wood,1990-08-17,,1,129050
Davina McCall,1967-10-16,,1,129053
Vincenzo Salemme,1957-07-24,,2,129059
Enrico Brignano,1966-05-18,,2,129060
Orsetta De Rossi,1957-06-21,,1,129062
Federico Torre,1958-05-29,,2,129069
Lamar Odom,1979-11-06,,2,1177647
Kevin Garnett,1976-05-19,,2,1177652
Valentina Carnelutti,1973-02-06,,1,129077
Tony Parker,1982-05-17,,2,1177654
Emanuel Ginóbili,1977-07-28,,2,1177655
Madelyn Deutch,1991-03-23,,1,1177673
Adam Rothenberg,1975-06-20,,2,129099
Lance Reddick,1962-06-07,2023-03-17,2,129101
Ryan Lynn,1984-12-27,,2,129102
Melissa Benoist,1988-10-04,,1,129104
Charlie O'Connell,1975-04-21,,2,129122
Richard Steinmetz,1959-02-01,,2,129124
Paul Hopkins,1976-01-06,,2,3537001
Delena Kidd,1935-02-11,,1,1177735
Jean-Pierre Isbouts,1954-01-01,,2,129172
Candace Bailey,1982-05-20,,1,129176
Amanda Ryan,1971-10-10,,1,129192
Paula Abdul,1962-06-19,,1,129193
Janet van de Graaf,1965-04-05,,1,1177772
Tony Gonzalez,1976-02-27,,2,129205
Yoko Takahashi,1966-08-28,,1,1964215
Candace Kroslak,1978-07-22,,1,129228
Taliana Vargas,1987-12-20,,1,1439953
Pete Penuel,1963-02-04,,2,129241
Januel Mercado,1984-11-23,,2,3012833
Dean Haglund,1965-07-29,,2,129252
Michael E. Mann,1965-12-28,,2,1702118
Lisa Varga,1971-04-08,,1,915692
Pete Holmes,1979-03-30,,2,1177838
Stephen Ure,1958-03-28,,2,1440014
Brendan Penny,1978-11-09,,2,129298
F. Lee Bailey,1933-06-10,2021-06-03,2,2488595
Chris Thomas,1947-01-13,,2,2488609
Chris von Hoffmann,1987-12-04,,2,1702180
Jan Hooks,1957-04-23,2014-10-09,1,129332
Allison Paige,1989-07-08,,1,1440057
Nicolas Bechtel,2005-02-15,,2,1440058
Malcolm Storry,1948-01-13,,2,129346
Rozonda Thomas,1971-02-27,,1,391533
Clare Stone,1992-01-01,,1,129395
Sean Nelson,1973-06-12,,2,1177994
Olivia Birkelund,1963-04-26,,1,129420
Anna Kashfi,1934-09-30,2015-08-16,1,129427
Helena Houdová,1979-12-27,,1,1440170
Carol Burns,1947-10-29,2015-12-22,1,129451
Ritesh Rajan,1988-10-23,,2,1440178
Trent Garrett,1984-03-02,,2,1440179
Rodney Kageyama,1941-11-01,2018-12-09,2,129463
Roxy Olin,1985-11-05,,1,1440242
Ariana Guerra,1994-01-08,,1,1702392
Rebecca Toolan,1943-09-08,,1,1178114
Josh Safdie,1984-04-03,,2,129561
Johnny Kevorkian,1972-01-01,2020-11-04,2,129562
Dragoș Bucur,1977-06-13,,2,129565
Tim Phillipps,1989-02-16,,2,1178146
Lucia Sardo,1952-12-13,,1,129571
Lenka Kripac,1978-03-19,,1,129579
Bethan Mary Leadley,1995-12-15,,1,1702445
Jonathan Bray,1969-01-04,,2,129595
Boyka Velkova,1958-06-16,,1,1178173
Brendan Patricks,1984-11-03,,2,129604
Johnna Dias-Watson,1999-10-04,,1,3799620
Rodney Carrington,1968-10-19,,2,129613
Dakota Lustick,1993-11-23,,2,1964636
Brady Hepner,2005-08-18,,2,3013234
Bob Clendenin,1964-04-14,,2,129661
Chris Kendall,1987-10-02,,2,1178241
Darby Hinton,1957-08-19,,2,129668
Paul Marcus,1955-05-30,2011-02-13,2,129694
Mia Stallard,1996-04-18,,1,129713
Kisha Sierra,1981-09-21,,1,129714
Agnieszka Wojtowicz-Vosloo,1975-01-01,,1,129715
Shana Feste,1976-08-28,,1,129718
Ken Olin,1954-07-30,,2,129723
Tom Jennings,1961-08-07,,2,1702588
Al Harrington,1935-12-12,2021-09-21,2,129725
Reg Rogers,1964-12-23,,2,129759
Joseph Almani,1984-09-14,,2,2751202
Jonathan Cohen,1980-06-16,,2,129765
Boondox,1975-09-04,,2,129777
Jamie Madrox,1975-11-05,,2,129779
Steve Perry,1949-01-22,,2,129786
Neal Schon,1954-02-27,,2,129787
Susan Merson,1950-04-25,,1,1178376
Mette Mai Langer,1973-03-24,,1,1178393
Richard Jobson,1960-10-06,,2,129825
Anna Maria Everett,1963-10-15,,1,129840
Sam de Jong,1986-08-21,,2,1178424
Charlie Plummer,1999-05-24,,2,1440574
Chloë Levine,1996-01-01,,1,1440577
J.D. Evermore,1968-11-05,,2,129868
Jenny Gago,1953-09-11,,1,129872
Gareth Edwards,1975-06-01,,2,129894
Robert Gulaczyk,1983-01-01,,2,1702761
Marielle Scott,1991-10-18,,1,1702762
Kate Levering,1979-01-01,,1,129904
Tatyana Ilyina,1960-07-25,,1,1178483
