birthday,deathday,gender,person_id,known_for_department,age,movie_count
1988-05-02,,1,962438,Acting,35,3
1951-07-24,,1,44935,Acting,72,4
1962-12-14,,1,44936,Acting,61,1
1988-07-20,,1,143240,Acting,35,5
1976-12-07,,2,143236,Acting,47,2
1990-02-14,,2,110475,Acting,33,1
1986-10-07,,1,208782,Acting,37,1
1998-07-24,,1,1683343,Acting,25,4
1991-07-29,,2,1224603,Acting,32,2
1968-06-13,,2,143261,Acting,55,14
1964-03-26,,2,176031,Acting,59,3
1962-01-23,,2,12206,Acting,61,9
1968-05-28,,1,12207,Acting,55,2
1948-12-03,2025-07-22,2,12208,Acting,76,6
1962-09-02,,1,12209,Acting,61,1
1956-08-15,,2,12210,Acting,67,4
1948-10-30,,2,12211,Acting,75,2
1975-06-04,,2,12212,Acting,48,2
1968-08-09,,1,12214,Acting,55,2
1970-08-23,,2,12217,Acting,53,6
1970-01-01,,2,1388479,Acting,53,2
1957-10-04,,1,143307,Acting,66,4
1999-07-17,,1,1126350,Acting,24,5
2002-04-09,,1,1126351,Acting,21,3
1979-11-30,,2,1880016,Acting,44,2
1981-12-23,,1,143329,Acting,42,1
1984-09-14,,2,143330,Acting,39,1
1965-02-20,,2,12260,Acting,58,4
1966-06-17,,2,12261,Acting,57,3
1980-03-03,,1,77795,Acting,43,12
1972-02-26,,2,143346,Acting,51,5
1958-03-17,,2,41517,Acting,65,4
1984-09-10,,2,45051,Acting,39,2
1955-05-20,,2,45052,Directing,68,2
1973-12-05,,2,1126405,Acting,50,5
1985-02-18,,2,208907,Acting,38,1
1972-08-24,,1,929825,Directing,51,3
1980-01-14,,1,929826,Acting,43,1
1989-02-07,,1,1224744,Acting,34,1
1976-04-13,,2,77870,Acting,47,5
1993-03-11,,1,1388593,Acting,30,3
1988-04-27,,2,1552436,Acting,35,1
1978-12-18,,2,77880,Acting,45,3
1976-04-09,,2,77885,Acting,47,1
1941-01-21,,2,77886,Acting,82,3
1965-06-01,,2,176191,Acting,58,4
1972-01-01,,2,45117,Directing,51,1
1983-10-21,,2,143425,Acting,40,3
1979-09-27,,1,12358,Acting,44,2
1963-09-27,,2,12359,Acting,60,14
1973-12-04,,1,77897,Acting,50,4
1962-09-18,2019-11-20,2,12367,Acting,57,2
1961-07-13,,2,12371,Acting,62,14
1989-07-25,,2,77912,Acting,34,6
1989-08-21,,1,1257563,Acting,34,1
1976-07-12,,1,1257565,Acting,47,2
1993-06-06,,1,1323109,Acting,30,1
1953-12-29,,0,1552486,Crew,70,1
2002-07-16,,1,1945702,Acting,21,1
1992-03-31,,1,1421422,Acting,31,2
2003-07-11,,1,1421424,Acting,20,1
1998-11-17,,1,929905,Acting,25,5
1998-12-28,,2,929906,Acting,25,2
2001-07-02,,2,1421427,Acting,22,2
1992-07-22,,1,77948,Acting,31,14
1966-02-22,,1,1880192,Acting,57,1
2000-07-07,,1,995457,Acting,23,4
2004-11-02,,1,995458,Acting,19,3
1981-09-24,,2,77955,Acting,42,5
1938-08-03,,1,45195,Acting,85,1
1967-05-19,,2,77965,Directing,56,2
1987-02-28,,1,929937,Acting,36,1
1988-02-03,,1,1618066,Acting,35,1
1959-07-16,,2,143508,Acting,64,1
1945-08-16,,2,12438,Acting,78,13
1982-09-29,2022-12-13,2,110743,Acting,40,7
1980-06-20,,1,110742,Acting,43,7
1951-08-05,,2,45210,Acting,72,2
1997-04-01,,2,77996,Acting,26,6
1981-09-30,,1,143548,Acting,42,2
1969-08-19,,1,45245,Acting,54,2
1984-04-03,,1,143549,Acting,39,1
1979-08-06,,2,209087,Acting,44,2
1950-04-02,,2,78018,Acting,73,3
1957-12-05,,1,12487,Acting,66,1
1981-09-12,,2,3158217,Acting,42,1
1965-04-16,,2,78029,Acting,58,10
1989-12-18,,1,78030,Acting,34,3
1955-09-17,,2,176340,Acting,68,1
1991-08-24,,1,2273501,Acting,32,3
1985-07-20,,2,1356001,Acting,38,1
1983-05-08,,2,78050,Acting,40,3
1992-10-18,,2,1290466,Acting,31,8
1973-09-15,,2,209125,Acting,50,3
1961-09-11,,1,12519,Acting,62,6
1989-03-20,,2,143593,Directing,34,3
1960-05-15,,2,12523,Directing,63,2
1956-10-13,,2,12524,Writing,67,2
1985-07-30,,2,78062,Acting,38,2
1940-08-31,,2,12536,Acting,83,4
1959-03-07,,2,12538,Acting,64,9
1989-11-19,,2,1224954,Acting,34,1
1947-02-07,2009-05-18,2,78076,Acting,62,1
1992-02-28,,2,1552637,Acting,31,1
2005-12-16,,2,1552636,Acting,18,4
1981-12-16,,1,78080,Acting,42,7
1964-12-15,,2,12549,Acting,59,3
1996-06-24,,2,1716493,Acting,27,5
1994-05-29,,1,1257753,Acting,29,1
1976-06-17,,2,78110,Acting,47,12
1987-05-07,,1,1093920,Acting,36,3
1984-02-08,,1,1093919,Acting,39,2
1971-03-29,,2,110884,Acting,52,7
1969-11-10,,1,110885,Acting,54,1
2009-08-17,,1,1585444,Acting,14,1
1976-04-06,,2,110888,Acting,47,1
1947-09-29,,2,110889,Acting,76,1
1990-01-29,,2,78124,Acting,33,1
1978-08-06,,1,209197,Acting,45,1
1983-08-23,,1,209196,Acting,40,4
1984-08-03,,1,209200,Acting,39,3
1973-03-03,,2,110902,Acting,50,10
1984-11-30,,1,110911,Acting,39,2
1981-02-22,,1,78147,Acting,42,4
1965-08-09,,2,78150,Acting,58,2
1986-11-01,,2,110927,Acting,37,3
1971-08-10,,2,78160,Directing,52,3
1994-04-14,,1,110930,Acting,29,2
1959-02-06,,1,1225043,Acting,64,1
1975-12-17,,2,45398,Acting,48,3
1983-08-04,,1,45400,Acting,40,8
1987-02-20,,1,1257819,Acting,36,2
1976-12-07,,2,45407,Acting,47,5
1960-08-07,,2,12640,Acting,63,3
1938-01-13,,2,12643,Acting,85,2
1952-04-05,,2,12644,Acting,71,2
1947-04-25,,2,12645,Acting,76,2
1981-06-24,,2,143718,Acting,42,2
1951-02-16,,2,45415,Acting,72,1
1930-12-17,,2,12647,Acting,93,4
1995-12-06,,1,1782117,Acting,28,5
2003-12-30,,1,1028458,Acting,20,1
1976-04-18,,1,143714,Acting,47,5
1982-01-16,,2,1257827,Directing,41,1
1965-03-01,,2,78190,Acting,58,1
1981-11-16,,1,45419,Directing,42,1
1985-02-09,,1,176497,Acting,38,1
1954-04-29,2021-10-14,2,12660,Acting,67,1
1987-09-11,,2,78198,Acting,36,5
1990-08-04,,2,1421688,Acting,33,4
1965-09-17,,2,9032,Directing,58,11
1968-10-25,,2,9033,Writing,55,6
1954-04-10,,2,12688,Acting,69,1
1979-07-05,,2,45459,Directing,44,2
1970-04-05,,1,78237,Acting,53,1
1971-04-16,,2,12708,Acting,52,6
1982-12-05,,2,111016,Acting,41,1
1971-10-04,,2,176557,Acting,52,1
1980-04-30,,2,209326,Acting,43,2
2004-02-19,,1,1356210,Acting,19,2
1981-07-01,,2,1323454,Acting,42,1
1993-05-29,,1,1094091,Acting,30,7
1970-05-27,,2,12763,Acting,53,3
1986-10-27,,2,12764,Acting,37,1
1975-10-10,,2,12766,Acting,48,3
1967-11-13,,2,78303,Acting,56,11
1966-10-26,,2,78311,Acting,57,5
1988-02-07,,2,1257963,Acting,35,1
1964-03-08,,2,78317,Acting,59,28
1967-01-26,,2,78320,Acting,56,9
1977-07-30,,2,111090,Acting,46,10
1969-07-20,,2,78323,Acting,54,2
1983-04-10,,1,78324,Acting,40,11
1989-08-08,,1,78325,Acting,34,1
1975-11-05,,1,1716724,Acting,48,1
1975-06-19,,2,12791,Acting,48,3
1969-07-06,,2,12792,Acting,54,8
1973-03-03,,2,12793,Acting,50,6
1999-07-01,,2,1094134,Acting,24,1
1970-07-27,,2,12795,Acting,53,6
1971-08-28,,2,963069,Acting,52,1
1962-09-29,,2,45566,Acting,61,8
1965-07-26,,2,12799,Acting,58,14
1973-07-09,,2,12798,Acting,50,4
1973-06-27,,2,12801,Acting,50,3
1959-04-24,,2,12797,Acting,64,17
1970-03-29,,2,78335,Acting,53,2
1988-02-08,,2,78341,Acting,35,2
1993-01-01,,2,45585,Acting,30,1
1994-04-11,,1,45589,Acting,29,1
1955-11-26,,2,12824,Production,68,1
1950-08-27,,2,12826,Acting,73,5
1968-01-29,,2,12833,Acting,55,3
1970-04-04,,2,12834,Acting,53,12
1967-07-18,,2,12835,Acting,56,25
1975-11-13,,1,1192492,Acting,48,7
1985-04-29,,1,963117,Acting,38,3
1940-10-16,,2,12852,Acting,83,3
1948-09-27,,2,78398,Acting,75,2
2001-10-12,,2,963134,Acting,22,4
1944-11-17,,2,12881,Production,79,1
1976-04-16,,1,45651,Acting,47,1
1978-01-20,,2,78423,Acting,45,9
1948-07-09,,2,12889,Acting,75,4
1968-10-09,,2,12890,Directing,55,9
1963-05-15,,2,111195,Acting,60,7
1953-01-01,,2,1323612,Acting,70,5
1987-07-07,,1,78430,Acting,36,3
1980-05-27,,2,78431,Acting,43,3
1981-04-09,,2,78432,Acting,42,4
1981-07-05,,2,78433,Acting,42,7
1953-06-13,,2,12898,Acting,70,7
1949-06-15,2000-02-10,2,12899,Acting,50,1
1982-10-03,,2,12901,Acting,41,2
1943-11-12,,2,12900,Acting,80,7
1993-07-01,,1,78436,Acting,30,2
1978-07-04,,2,78437,Acting,45,1
1974-11-14,,2,209513,Acting,49,7
2012-07-27,,1,2437734,Acting,11,1
1980-07-22,,1,176748,Acting,43,2
1969-07-19,,2,12905,Writing,54,2
1982-04-16,,1,78452,Acting,41,3
1950-06-06,2024-01-22,2,78463,Acting,73,1
1982-01-08,,1,12930,Acting,41,2
1956-10-26,,1,12931,Acting,67,6
1992-11-08,,1,1684108,Acting,31,1
1925-02-18,2016-02-28,2,12950,Acting,91,1
1993-11-26,,2,1684130,Acting,30,3
2009-04-15,,1,1651362,Acting,14,4
1963-08-08,,2,12962,Directing,60,6
1976-04-18,,1,78501,Acting,47,1
1944-09-06,,1,12967,Acting,79,2
1985-08-21,,1,209578,Acting,38,4
1970-01-07,,2,12975,Acting,53,2
1966-06-30,,2,12978,Acting,57,4
1975-09-16,,1,45749,Acting,48,2
1958-04-14,,2,12982,Acting,65,4
1947-10-16,,2,12987,Production,76,4
1943-03-25,,2,12988,Acting,80,2
1986-12-29,,1,209596,Acting,37,2
1946-11-21,,2,12989,Directing,77,3
1969-11-30,,2,12995,Directing,54,9
1976-01-13,,2,144077,Acting,47,1
1989-10-02,,1,144079,Acting,34,1
2001-11-27,,2,144080,Acting,22,1
1971-11-30,,2,144081,Acting,52,2
1982-03-14,,1,13010,Acting,41,1
1988-09-25,,2,13011,Acting,35,1
1989-05-16,,2,13012,Acting,34,1
1966-09-07,,2,13014,Acting,57,22
1950-04-29,,2,13015,Directing,73,2
1963-02-21,,2,13021,Acting,60,2
1949-05-31,,2,13022,Acting,74,3
1953-06-07,,1,13023,Acting,70,9
1971-01-01,,2,930526,Directing,52,1
1973-06-06,,2,78562,Directing,50,2
1996-09-18,,2,1192676,Acting,27,1
1963-04-04,,2,78577,Acting,60,1
1988-08-06,,2,3158773,Acting,35,1
1987-02-21,,1,45827,Acting,36,7
1971-11-20,,2,930567,Directing,52,2
1963-05-12,,2,13079,Directing,60,3
2001-01-01,,2,1389339,Acting,22,1
1968-03-15,,2,144160,Acting,55,9
1969-03-09,,2,1454884,Visual Effects,54,1
1925-11-04,2016-04-17,1,45863,Acting,90,1
1994-03-14,,2,1159982,Acting,29,7
1992-03-13,,1,1192759,Acting,31,1
1990-02-06,,2,1192761,Acting,33,1
1990-03-10,,2,439097,Acting,33,1
1989-06-20,,1,209723,Acting,34,4
1992-07-15,,1,1389383,Acting,31,1
1976-11-01,,2,111446,Acting,47,1
1987-11-30,,1,1356630,Acting,36,1
1997-03-18,,1,144216,Acting,26,2
1973-06-04,,2,111451,Acting,50,4
1966-12-31,,1,144219,Acting,57,5
1984-10-25,,1,111455,Acting,39,4
1956-11-22,,1,1225571,Acting,67,1
1962-08-29,,2,45924,Acting,61,1
2002-10-12,,1,963429,Acting,21,4
2006-09-17,,1,2175867,Acting,17,1
2002-08-12,,1,2798462,Acting,21,1
1998-12-08,,2,1586047,Acting,25,3
1958-06-16,,2,209799,Acting,65,4
1986-01-01,,1,78727,Acting,37,2
1956-02-03,,2,78729,Acting,67,6
1980-06-01,,2,78730,Acting,43,1
1981-11-30,,2,1061773,Directing,42,3
1976-09-13,,2,930707,Directing,47,5
1978-09-05,,2,930710,Directing,45,2
1971-08-12,,1,111513,Acting,52,11
1987-03-08,,2,111518,Acting,36,2
1977-08-28,,2,144292,Acting,46,1
1972-12-27,,2,1029029,Acting,51,3
1969-05-30,,2,45996,Directing,54,1
1961-06-30,,2,144304,Acting,62,1
1961-02-10,,2,13235,Directing,62,6
1982-11-19,,1,1422261,Acting,41,1
1971-06-05,,2,13240,Acting,52,33
1978-12-23,,1,13241,Acting,45,1
1967-06-06,,2,13242,Acting,56,24
1987-06-22,,2,570296,Acting,36,1
1948-10-27,,2,78797,Acting,75,1
1962-07-13,,2,78798,Acting,61,18
1967-02-13,,1,78799,Acting,56,4
1986-05-09,,1,504787,Acting,37,2
1988-08-08,,1,439253,Acting,35,2
2000-07-26,,1,1356758,Acting,23,3
1978-06-20,,2,78811,Acting,45,3
1973-11-27,,2,13275,Acting,50,8
1988-03-02,,1,963547,Acting,35,4
1977-01-01,,2,111588,Directing,46,1
1996-08-09,,1,1389549,Acting,27,2
2003-03-06,,1,1815539,Acting,20,2
1931-12-11,,1,13299,Acting,92,3
1933-03-14,2024-11-03,2,13301,Sound,91,2
1978-03-16,,1,78837,Acting,45,1
1987-03-10,,2,1160181,Acting,36,4
1968-01-12,,1,46074,Acting,55,13
1966-12-30,,1,13308,Acting,57,1
1954-01-29,,1,13309,Acting,69,8
1965-04-14,,2,46076,Directing,58,3
1965-05-12,,2,930817,Acting,58,4
1941-08-12,,1,13314,Acting,82,7
1970-04-05,,1,177164,Acting,53,4
1937-01-30,,1,13333,Acting,86,5
1974-04-03,,2,78871,Acting,49,2
1969-01-22,,1,78879,Acting,54,1
1974-11-30,,1,78883,Acting,49,1
1961-08-25,,2,78887,Acting,62,3
1951-12-05,,1,1127469,Acting,72,2
2008-07-15,,2,1684536,Acting,15,2
1982-03-10,,2,111678,Acting,41,11
1976-11-23,,2,177214,Acting,47,3
1961-08-16,,2,78914,Directing,62,1
1972-12-18,,2,111683,Acting,51,10
1983-05-20,,1,111685,Acting,40,2
1979-02-20,,2,111686,Directing,44,1
1957-06-08,,1,78921,Acting,66,1
1987-09-08,,1,111692,Acting,36,1
1987-02-07,,2,74304,Acting,36,3
1996-04-28,,2,1291350,Acting,27,10
1994-09-10,,2,1291351,Acting,29,1
1962-04-20,,2,13426,Directing,61,9
1958-09-11,,2,111736,Writing,65,1
1981-04-06,,1,210050,Acting,42,3
1967-01-02,,1,13445,Acting,56,1
1980-12-30,,1,13446,Acting,43,3
1975-01-01,,2,46216,Acting,48,1
1976-01-10,,2,1258630,Acting,47,1
1974-09-14,,2,144519,Directing,49,1
1980-06-01,,2,210061,Acting,43,4
1990-12-31,,2,930961,Acting,33,1
1975-04-07,,2,78994,Acting,48,3
1990-07-24,,2,1389727,Acting,33,1
1946-04-19,,2,13472,Acting,77,3
1945-02-24,,2,13473,Acting,78,2
1971-03-29,,2,963745,Acting,52,3
1968-07-17,,1,79024,Acting,55,2
1959-11-08,,2,79025,Acting,64,10
1955-05-30,,2,79027,Acting,68,1
2004-11-11,,2,1422517,Acting,19,4
1983-02-21,,2,111801,Acting,40,2
1944-04-05,,1,13506,Acting,79,1
2001-02-23,,1,1127625,Acting,22,1
1965-05-04,,1,996558,Acting,58,1
1997-04-08,,1,1258702,Acting,26,1
1961-06-09,,2,13520,Writing,62,3
1948-02-05,,2,13524,Acting,75,2
1956-11-10,,2,13525,Acting,67,9
1971-06-04,,2,13526,Acting,52,2
1960-01-10,,2,46297,Directing,63,1
1986-03-03,,0,1357018,Acting,37,1
1994-09-19,,2,46300,Acting,29,1
1988-04-18,,1,1357023,Acting,35,1
1974-01-14,,2,79072,Acting,49,17
1976-04-05,,2,1225953,Acting,47,9
1985-01-12,,1,1455336,Acting,38,4
1974-03-23,,2,79082,Acting,49,16
1960-02-07,,2,13548,Acting,63,3
1966-05-12,,1,13549,Acting,57,2
1961-03-11,,2,13550,Acting,62,10
1990-02-28,,1,1357037,Acting,33,2
1956-12-02,,2,79086,Acting,67,7
1969-07-07,,1,79087,Acting,54,4
1990-05-03,,2,210172,Acting,33,4
1999-06-21,,2,1225982,Acting,24,2
1941-04-28,,1,13567,Acting,82,4
1920-06-01,2016-02-09,1,79106,Acting,95,2
1954-08-20,,2,111875,Acting,69,7
1952-08-06,,2,13581,Directing,71,2
1925-11-11,2013-04-11,2,13593,Acting,87,2
1977-10-20,,2,46362,Acting,46,8
1983-09-03,,2,1029403,Acting,40,1
1982-12-26,,2,46364,Acting,41,1
1998-05-01,,2,111921,Acting,25,5
1998-07-09,,2,111922,Acting,25,8
1999-01-18,,2,111923,Acting,24,5
1952-11-03,,1,46393,Acting,71,1
1957-07-18,2020-05-05,2,1520954,Acting,62,1
1963-02-19,,2,111931,Acting,60,4
1964-01-14,,2,13633,Acting,59,5
1967-09-20,,1,13635,Acting,56,3
1968-10-11,,1,13636,Acting,55,4
1964-07-26,,2,13645,Acting,59,3
1979-01-03,,2,1422673,Visual Effects,44,1
1973-06-10,,2,79188,Sound,50,1
1998-12-31,,1,2340180,Acting,25,1
1963-10-06,,2,13657,Acting,60,4
1996-12-14,,1,2340185,Acting,27,1
1996-08-29,,2,996699,Acting,27,1
1991-11-05,,2,996700,Acting,32,4
1987-02-20,,2,996701,Acting,36,14
1981-07-15,,2,210271,Acting,42,3
1924-06-12,2018-11-30,2,46432,Acting,94,4
1929-11-30,2012-04-18,2,46433,Acting,82,3
1985-06-16,,2,1389927,Acting,38,1
1974-05-02,,2,1488236,Acting,49,6
1973-05-30,,1,177525,Acting,50,3
1979-10-01,,1,177532,Directing,44,3
1982-06-25,,2,112013,Acting,41,2
1985-01-01,,2,1947024,Acting,38,1
2001-05-23,,2,570775,Acting,22,6
1983-08-19,,2,1324443,Acting,40,1
1939-10-28,,1,13724,Acting,84,4
1937-07-06,2021-06-13,2,13726,Acting,83,4
1932-09-26,2020-05-26,2,13732,Acting,87,2
2004-09-23,,2,1193391,Acting,19,1
1978-01-01,,2,79279,Directing,45,1
1973-11-11,,2,144816,Directing,50,7
1981-10-16,,1,210355,Acting,42,5
2000-03-23,,1,1357266,Acting,23,1
1991-08-18,,2,144852,Acting,32,3
1966-08-08,,1,1029593,Acting,57,2
1995-08-12,,2,1783261,Acting,28,3
1971-10-04,,2,79332,Acting,52,1
1996-10-09,,1,1848809,Acting,27,1
1980-04-18,,1,79343,Acting,43,3
1980-08-25,,2,112119,Crew,43,3
1985-03-13,,2,46593,Acting,38,11
1955-09-13,,2,46594,Acting,68,2
1990-07-05,,2,112129,Acting,33,2
1971-03-30,,2,112143,Acting,52,2
1992-03-09,,1,210454,Acting,31,2
2015-06-14,,2,2143772,Acting,8,1
2015-06-14,,2,2143771,Acting,8,1
1982-06-29,,2,1226277,Acting,41,2
1995-05-16,,1,1324591,Acting,28,2
1937-08-26,,1,1193526,Acting,86,1
1975-07-15,,2,79416,Acting,48,9
1954-01-01,2014-12-07,2,79419,Acting,60,3
1984-04-25,,1,1226302,Acting,39,11
1975-09-16,,2,79434,Directing,48,1
1972-01-01,,2,46680,Writing,51,1
1971-08-06,,1,1214164,Acting,52,2
1965-06-10,,1,13918,Acting,58,1
1942-03-27,,2,13919,Acting,81,2
1974-02-08,,2,13922,Acting,49,13
1953-07-11,,1,13924,Acting,70,10
1945-11-26,,2,177765,Acting,78,1
1964-03-09,,2,13927,Writing,59,4
1949-06-10,,2,13936,Acting,74,7
1967-07-01,,2,13939,Acting,56,7
1961-05-17,,2,79497,Acting,62,4
1986-04-04,,1,79504,Acting,37,1
1981-05-16,,2,79505,Acting,42,3
1982-01-24,,2,1652371,Acting,41,5
1978-01-29,,1,1455769,Acting,45,2
1957-03-15,,2,1455784,Acting,66,1
1972-01-11,,2,46772,Acting,51,5
1977-07-22,,1,46773,Acting,46,3
1987-09-13,,2,1291961,Acting,36,5
1937-02-25,,2,14011,Acting,86,2
1963-06-02,,2,145113,Acting,60,3
1990-10-02,,1,145116,Acting,33,1
1982-02-18,,1,210653,Acting,41,1
1961-09-29,,1,46814,Acting,62,11
2008-01-19,,2,2864869,Acting,15,1
1980-11-29,,1,210665,Acting,43,1
1990-06-20,,2,145131,Acting,33,3
1976-11-13,,2,1095404,Acting,47,2
1987-05-08,,2,145143,Acting,36,1
1997-09-20,,1,2209530,Acting,26,1
1990-01-07,,1,177918,Acting,33,2
1982-10-23,,2,145151,Acting,41,1
2002-06-17,,1,1226497,Acting,21,1
2002-06-17,,1,1226500,Acting,21,1
1981-08-05,,2,210695,Acting,42,2
1991-07-25,,1,1554188,Acting,32,1
1944-06-24,2025-02-16,2,79635,Acting,80,2
1934-03-09,,1,14108,Acting,89,2
1984-12-11,,1,145184,Acting,39,4
1972-03-26,,2,1226531,Acting,51,2
1988-10-03,,2,1521445,Acting,35,3
1963-05-12,,2,79656,Directing,60,1
1995-08-09,,2,1029934,Acting,28,6
1971-09-01,,1,1816366,Acting,52,1
1988-09-08,,2,145208,Acting,35,2
1979-08-29,,1,931644,Acting,44,2
1993-05-03,,1,964415,Acting,30,1
1939-09-14,2021-12-30,2,14149,Acting,82,1
1976-07-21,,2,145228,Directing,47,1
1977-06-28,,2,210766,Acting,46,1
1979-09-07,,2,46927,Acting,44,1
1993-05-15,,1,1685330,Acting,30,2
1978-12-21,,1,210773,Acting,45,1
1996-12-29,,2,112476,Acting,27,8
1990-05-01,,1,145245,Acting,33,2
1990-05-16,,2,145246,Acting,33,2
1989-07-12,,1,145247,Acting,34,1
1942-06-24,,1,46944,Acting,81,1
1984-12-29,,2,145248,Acting,39,4
1990-08-02,,1,1685356,Acting,33,1
1996-09-01,,1,505710,Acting,27,7
1986-03-31,,2,1816433,Acting,37,1
1947-08-13,,1,79734,Acting,76,1
1980-07-12,,1,210824,Acting,43,6
1981-03-05,,1,210829,Acting,42,2
1964-06-07,,1,14226,Acting,59,3
1959-02-07,,2,145299,Acting,64,1
1965-01-01,,2,47005,Directing,58,2
1993-02-19,,2,145323,Acting,30,3
1986-02-18,,1,145326,Acting,37,2
1984-08-15,,2,112560,Acting,39,3
1989-03-18,,1,112561,Acting,34,7
1985-02-26,,2,79795,Acting,38,3
1974-03-21,,1,79792,Acting,49,1
1946-02-02,,2,145344,Acting,77,1
1961-08-07,,1,145345,Acting,62,1
1981-03-05,,1,931785,Acting,42,1
1966-09-30,,1,47058,Acting,57,3
1986-08-27,,2,1292258,Acting,37,6
1982-04-19,,2,3586024,Acting,41,1
1952-08-12,,2,47085,Acting,71,3
2001-05-07,,1,964590,Acting,22,1
1983-08-04,,2,440306,Acting,40,4
1928-02-29,2023-11-19,2,14324,Acting,95,1
1963-04-08,,2,14329,Acting,60,15
2000-02-24,,1,3782649,Acting,23,1
1955-11-05,,2,14331,Acting,68,5
1972-04-13,,1,112645,Acting,51,6
1954-02-17,,1,14343,Acting,69,6
1946-12-25,,2,14344,Acting,77,1
1963-03-19,,2,79885,Acting,60,2
1978-12-07,,2,571418,Acting,45,4
1962-02-14,,2,145446,Directing,61,1
1981-09-04,,1,14386,Acting,42,5
1969-10-26,,2,112692,Acting,54,8
1985-06-24,,1,1488952,Acting,38,1
1951-11-27,,1,14392,Directing,72,4
1973-05-18,,2,1030204,Acting,50,1
1952-06-22,2018-06-28,2,538687,Acting,66,4
1988-05-16,,2,1488960,Acting,35,2
1979-12-17,,2,1488961,Acting,44,8
1972-05-02,,2,2799682,Acting,51,1
1964-06-15,,1,14405,Acting,59,7
1963-07-30,,1,14406,Acting,60,10
1967-07-25,,2,14407,Acting,56,2
1969-08-19,2023-10-28,2,14408,Acting,54,3
1966-11-02,,2,14409,Acting,57,5
1965-08-18,2021-08-03,2,47177,Acting,55,1
2001-03-06,,2,1914958,Acting,22,1
1955-06-15,,1,14415,Acting,68,3
1991-06-04,,2,1423441,Acting,32,1
2004-12-12,,2,1554514,Acting,19,1
1972-05-19,,1,79966,Acting,51,3
1981-06-01,,1,440414,Acting,42,3
1977-08-26,,2,14432,Acting,46,8
2002-05-06,,1,112742,Acting,21,5
1994-08-27,,3,931944,Acting,29,2
1992-04-14,,2,931945,Acting,31,2
1995-11-22,,1,931947,Acting,28,3
1978-10-19,,2,931952,Directing,45,1
1971-04-30,,2,79991,Acting,52,6
1997-11-21,,2,145539,Acting,26,3
1981-04-04,,2,145540,Acting,42,3
1996-05-09,,2,1253353,Acting,27,3
1986-01-01,,2,1456279,Acting,37,1
1983-08-26,,1,1685662,Acting,40,1
2002-08-01,,1,1423519,Acting,21,5
1992-01-05,,2,1423520,Acting,31,1
1929-01-31,2010-01-22,1,14500,Acting,80,1
2007-05-21,,2,2177190,Acting,16,1
1960-04-29,,2,571562,Acting,63,8
1993-10-30,,1,571567,Acting,30,1
1983-08-03,,1,47281,Acting,40,2
1990-06-18,,2,964792,Acting,33,1
1990-07-21,,1,1292474,Acting,33,1
1987-08-13,,1,1292479,Acting,36,2
1966-04-22,,2,47296,Acting,57,10
1962-08-20,,2,47297,Acting,61,2
1982-04-13,,1,47298,Acting,41,1
1942-07-24,,2,14541,Acting,81,3
1996-11-06,,1,1456334,Acting,27,1
1942-02-11,,1,14548,Acting,81,8
1996-10-25,,2,1456341,Acting,27,1
1979-09-19,,1,145633,Acting,44,2
1991-04-21,,2,964834,Acting,32,1
1996-01-22,,1,506085,Acting,27,3
1956-05-28,,2,47333,Production,67,2
2006-06-09,,2,1980651,Acting,17,1
1982-08-09,,1,932076,Acting,41,2
1980-12-19,,1,80109,Acting,43,1
1978-03-23,,2,112879,Acting,45,2
1943-08-20,,2,80112,Acting,80,3
2003-06-01,,2,1259762,Acting,20,8
1982-06-05,,2,932088,Directing,41,2
1984-10-27,,1,178425,Acting,39,2
1987-09-21,,2,932091,Acting,36,4
1985-04-27,,1,112894,Acting,38,1
1960-10-24,,2,14592,Acting,63,6
1942-10-13,,1,80135,Acting,81,2
1974-04-23,,2,47368,Acting,49,2
1960-02-25,,2,80149,Acting,63,7
1978-01-14,,2,80154,Acting,45,2
1951-12-05,2022-02-26,2,80167,Acting,70,3
1984-05-29,,1,964908,Acting,39,2
1988-10-06,,2,1423660,Directing,35,1
1926-06-28,,2,14639,Acting,97,5
1984-10-04,,2,932143,Acting,39,1
1989-04-19,,2,1489211,Acting,34,2
1990-02-01,,2,1423676,Acting,33,1
1998-05-23,,1,1685831,Acting,25,2
1995-04-03,,1,1816917,Acting,28,1
1995-05-07,,1,1030490,Acting,28,1
1976-04-04,,2,80219,Acting,47,3
1991-08-16,,2,1030491,Acting,32,1
1983-03-20,,2,1030492,Acting,40,1
1990-11-06,,2,1390948,Acting,33,2
1947-09-21,,2,14692,Acting,76,3
1971-11-24,,2,1259880,Acting,52,1
1964-01-13,,1,14698,Acting,59,2
1983-06-17,,2,964971,Acting,40,2
1944-07-30,,1,47468,Acting,79,7
1960-11-29,,1,14702,Acting,63,2
1988-06-14,,2,1030512,Acting,35,6
1992-04-24,,2,1030513,Acting,31,9
1993-08-24,,2,1685880,Acting,30,1
1990-07-10,,1,1685881,Acting,33,1
1974-05-28,,2,1030524,Acting,49,1
1956-08-24,,2,14721,Acting,67,13
1960-03-17,,1,14723,Acting,63,3
1994-06-14,,1,1882502,Acting,29,1
1925-10-16,2022-10-11,1,14730,Acting,96,6
1986-03-30,,1,1096077,Acting,37,1
1986-04-28,,2,1522063,Acting,37,1
1989-09-01,,1,1685904,Acting,34,2
1975-02-26,,2,47506,Writing,48,2
